,Unnamed: 0,Geolocation_zipcode_prefix,Geolocation_lat,Geolocation_lng,Geolocation_city,Geolocation_state
2546,2546,1109,-23.5237457463212,-46.628731691240034,sao paulo,SP
2547,2547,1131,-23.52164183207347,-46.64747554830047,sao paulo,SP
2548,2548,1139,-23.520176592273145,-46.675988312943566,sao paulo,SP
2549,2549,1151,-23.52954736219633,-46.658301616567606,sao paulo,SP
2550,2550,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2551,2551,1137,-23.523106601845463,-46.65310648120034,são paulo,SP
2552,2552,1139,-23.52076037607479,-46.661384138207694,são paulo,SP
2553,2553,1133,-23.522591105747573,-46.651049014715184,sao paulo,SP
2554,2554,1124,-23.52883040022504,-46.63384442102841,são paulo,SP
2555,2555,1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
2556,2556,1132,-23.52104916071316,-46.64922895169951,sao paulo,SP
2557,2557,1121,-23.53088451679265,-46.63631251595593,sao paulo,SP
2558,2558,1137,-23.52498321954524,-46.652046490564935,sao paulo,SP
2559,2559,1151,-23.531294001384985,-46.65640409394658,são paulo,SP
2560,2560,1153,-23.528899184286484,-46.653736572999,sao paulo,SP
2561,2561,1141,-23.522425711350923,-46.66755139454089,sao paulo,SP
2562,2562,1129,-23.52585125367879,-46.64220973120199,sao paulo,SP
2563,2563,1136,-23.523330352761263,-46.666442063563935,são paulo,SP
2564,2564,1150,-23.532255303364263,-46.662756071469765,sao paulo,SP
2565,2565,1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
2566,2566,1152,-23.53275579378497,-46.656329579375615,são paulo,SP
2567,2567,1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
2568,2568,1126,-23.52705275936294,-46.64075202997864,sao paulo,SP
2569,2569,1129,-23.524372634196983,-46.64743213627446,são paulo,SP
2570,2570,1124,-23.52883040022504,-46.63384442102841,sao paulo,SP
2571,2571,1156,-23.530860398003338,-46.66342936886144,são paulo,SP
2572,2572,1150,-23.533850113297035,-46.65580518227063,sao paulo,SP
2573,2573,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2574,2574,1122,-23.531576217871795,-46.63590618512319,sao paulo,SP
2575,2575,1131,-23.519312402446733,-46.64672659423503,são paulo,SP
2576,2576,1122,-23.53206967831387,-46.633619844711184,são paulo,SP
2577,2577,1121,-23.527838870938897,-46.6354222692307,sao paulo,SP
2578,2578,1131,-23.52164183207347,-46.64747554830047,sao paulo,SP
2579,2579,1142,-23.51993430515264,-46.6251300217966,são paulo,SP
2580,2580,1121,-23.52526656731484,-46.63397992284606,sao paulo,SP
2581,2581,1139,-23.52016937246812,-46.66149387621901,sao paulo,SP
2582,2582,1131,-23.52123820344508,-46.64566879032251,sao paulo,SP
2583,2583,1154,-23.530896461278807,-46.661459122684455,sao paulo,SP
2584,2584,1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
2585,2585,1155,-23.52899269085843,-46.66291915185066,sao paulo,SP
2586,2586,1121,-23.52551946932889,-46.63293606994057,sao paulo,SP
2587,2587,1129,-23.524372634196983,-46.64743213627446,são paulo,SP
2588,2588,1123,-23.53042667998732,-46.637847272000656,sao paulo,SP
2589,2589,1127,-23.524535158203005,-46.640097743551244,são paulo,SP
2590,2590,1132,-23.521493546482816,-46.64977797847548,sao paulo,SP
2591,2591,1127,-23.525702234808666,-46.6394492035893,sao paulo,SP
2592,2592,1126,-23.526370780743225,-46.63724338649079,sao paulo,SP
2593,2593,1131,-23.52164183207347,-46.64747554830047,sao paulo,SP
2594,2594,1139,-23.52198725618896,-46.66381768373821,são paulo,SP
2595,2595,1152,-23.52916893282939,-46.65214846073055,sao paulo,SP
2596,2596,1154,-23.5312645387212,-46.66158642838597,sao paulo,SP
2597,2597,1106,-23.52843538550986,-46.62956501457094,sao paulo,SP
2598,2598,1137,-23.523144766840574,-46.65166009603059,sao paulo,SP
2599,2599,1139,-23.51935174054843,-46.66240693563204,são paulo,SP
2600,2600,1125,-23.529050497085805,-46.63889432139766,são paulo,SP
2601,2601,1131,-23.485404038117107,-46.46139542543968,sao paulo,SP
2602,2602,1126,-23.527363441860416,-46.63735522217097,sao paulo,SP
2603,2603,1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
2604,2604,1121,-23.530776516792653,-46.63628551595594,sao paulo,SP
2605,2605,1151,-23.52954736219633,-46.658301616567606,sao paulo,SP
2606,2606,1127,-23.526028069103845,-46.64524370053086,sao paulo,SP
2607,2607,1121,-23.52868592922271,-46.63569032030114,sao paulo,SP
2608,2608,1103,-23.533970039413685,-46.628751829996006,sao paulo,SP
2609,2609,1154,-23.530607486814027,-46.66130709714924,sao paulo,SP
2610,2610,1151,-23.53246939661836,-46.65648682737028,sao paulo,SP
2611,2611,1135,-23.52785748903573,-46.65202107799064,sao paulo,SP
2612,2612,1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
2613,2613,1135,-23.527010132293896,-46.65033378992916,sao paulo,SP
2614,2614,1132,-23.520905455450425,-46.64840659893825,sao paulo,SP
2615,2615,1152,-23.53006954010617,-46.65582075950718,sao paulo,SP
2616,2616,1151,-23.53246939661836,-46.65648682737028,são paulo,SP
2617,2617,1107,-23.522004902014046,-46.63397365860703,sao paulo,SP
2618,2618,1154,-23.53168862891686,-46.65989171481336,sao paulo,SP
2619,2619,1150,-23.53230525950718,-46.6623656297536,sao paulo,SP
2620,2620,1130,-23.526235906745907,-46.64402641118931,sao paulo,SP
2621,2621,1137,-23.520086360811344,-46.65432096003805,são paulo,SP
2622,2622,1150,-23.533608835183617,-46.656202286934246,sao paulo,SP
2623,2623,1130,-23.529749783513186,-46.642056307519205,sao paulo,SP
2624,2624,1138,-23.5188254074384,-46.65562359824576,sao paulo,SP
2625,2625,1141,-23.52011919677996,-46.66584000098096,são paulo,SP
2626,2626,1153,-23.532383052672103,-46.65187064777848,são paulo,SP
2627,2627,1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
2628,2628,1120,-23.53122709270584,-46.63895675465975,sao paulo,SP
2629,2629,1156,-23.526950618068167,-46.66982314695028,são paulo,SP
2630,2630,1122,-23.53196816209814,-46.63949768858565,sao paulo,SP
2631,2631,1126,-23.52549525644876,-46.63738116333888,são paulo,SP
2632,2632,1135,-23.52703213199464,-46.64970187844824,são paulo,SP
2633,2633,1151,-23.53333440244673,-46.654073790178295,sao paulo,SP
2634,2634,1138,-23.5188254074384,-46.65562359824576,sao paulo,SP
2635,2635,1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
2636,2636,1140,-23.51869033443941,-46.66919713321603,sao paulo,SP
2637,2637,1154,-23.529247082434047,-46.66198034776962,sao paulo,SP
2638,2638,1151,-23.52954736219633,-46.658301616567606,sao paulo,SP
2639,2639,1151,-23.532233343874463,-46.65538165652957,sao paulo,SP
2640,2640,1135,-23.52122103136361,-46.65296293450282,sao paulo,SP
2641,2641,1139,-23.52016937246812,-46.66149387621901,são paulo,SP
2642,2642,1125,-23.52741198389983,-46.6397247053783,sao paulo,SP
2643,2643,1123,-23.53052726172887,-46.63783772799936,sao paulo,SP
2644,2644,1140,-23.52564861281671,-46.66180787607479,sao paulo,SP
2645,2645,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2646,2646,1156,-23.530860398003338,-46.66342936886144,são paulo,SP
2647,2647,1124,-23.528486545934555,-46.63250309547578,sao paulo,SP
2648,2648,1155,-23.529835634745247,-46.6629850217843,sao paulo,SP
2649,2649,1139,-23.518892512926165,-46.67646035734891,sao paulo,SP
2650,2650,1137,-23.523144766840574,-46.65166009603059,sao paulo,SP
2651,2651,1144,-23.522071997230043,-46.67368155773555,sao paulo,SP
2652,2652,1140,-23.520136044405337,-46.668078241185306,sao paulo,SP
2653,2653,1139,-23.52183510257342,-46.66428988130433,são paulo,SP
2654,2654,1130,-23.52610893228113,-46.6440984111893,são paulo,SP
2655,2655,1153,-23.528899184286484,-46.653736572999,sao paulo,SP
2656,2656,1128,-23.52390834277795,-46.64361838911652,sao paulo,SP
2657,2657,1137,-23.523856072162275,-46.65413409824576,sao paulo,SP
2658,2658,1136,-23.52578552928613,-46.65455044463039,sao paulo,SP
2659,2659,1136,-23.52418258913673,-46.66383387617672,sao paulo,SP
2660,2660,1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
2661,2661,1153,-23.52811869885744,-46.65645154579032,sao paulo,SP
2662,2662,1154,-23.53146835414625,-46.65897749694157,são paulo,SP
2663,2663,1122,-23.52970706717061,-46.64062828740834,são paulo,SP
2664,2664,1153,-23.528107581741555,-46.65394803649948,sao paulo,SP
2665,2665,1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
2666,2666,1104,-23.53550332889948,-46.6271161552888,sao paulo,SP
2667,2667,1129,-23.524372634196983,-46.64743213627446,são paulo,SP
2668,2668,1156,-23.531579004991663,-46.66224370038666,sao paulo,SP
2669,2669,1140,-23.518381767413025,-46.67384952539099,sao paulo,SP
2670,2670,1127,-23.525702234808666,-46.6394492035893,sao paulo,SP
2671,2671,1153,-23.533846082982304,-46.650668333602674,sao paulo,SP
2672,2672,1140,-23.525843594783307,-46.65953218067981,sao paulo,SP
2673,2673,1151,-23.532368878152266,-46.657555045386296,são paulo,SP
2674,2674,1129,-23.52286294976627,-46.64289947253153,sao paulo,SP
2675,2675,1153,-23.533078798776632,-46.65122710338166,sao paulo,SP
2676,2676,1139,-23.520382554532898,-46.66207545045876,sao paulo,SP
2677,2677,1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
2678,2678,1144,-23.523846601708204,-46.67362071135091,são paulo,SP
2679,2679,1141,-23.520560196779968,-46.665909533729526,sao paulo,SP
2680,2680,1135,-23.527007496537543,-46.64868261226843,sao paulo,SP
2681,2681,1120,-23.53210825506378,-46.63839470107914,sao paulo,SP
2682,2682,1128,-23.52400159062836,-46.63919388732751,são paulo,SP
2683,2683,1150,-23.533273572018047,-46.6562567098217,sao paulo,SP
2684,2684,1154,-23.531480434358603,-46.65843765834724,são paulo,SP
2685,2685,1133,-23.519234503750912,-46.653434612268455,são paulo,SP
2686,2686,1139,-23.52016937246812,-46.66149387621901,sao paulo,SP
2687,2687,1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
2688,2688,1155,-23.528192437417022,-46.66377989785909,sao paulo,SP
2689,2689,1123,-23.53052726172887,-46.63783772799936,são paulo,SP
2690,2690,1135,-23.520168282820705,-46.65300096725141,são paulo,SP
2691,2691,1109,-23.5254524454671,-46.62629228864907,sao paulo,SP
2692,2692,1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
2693,2693,1154,-23.528163143487827,-46.65735354094288,são paulo,SP
2694,2694,1155,-23.52878808243405,-46.664404203300826,sao paulo,SP
2695,2695,1126,-23.526574009435056,-46.63818464709449,sao paulo,SP
2696,2696,1122,-23.531576217871795,-46.63590618512319,sao paulo,SP
2697,2697,1123,-23.529341787119865,-46.63498224369548,são paulo,SP
2698,2698,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2699,2699,1154,-23.530565420480137,-46.66054006549715,sao paulo,SP
2700,2700,1155,-23.529925613653425,-46.663863160424704,são paulo,SP
2701,2701,1156,-23.52973370053088,-46.66489047530148,sao paulo,SP
2702,2702,1137,-23.523144766840574,-46.65166009603059,sao paulo,SP
2703,2703,1103,-23.535453394396647,-46.63170629156326,sao paulo,SP
2704,2704,1135,-23.523552031363604,-46.65291096725141,são paulo,SP
2705,2705,1140,-23.525822933666102,-46.66011663558197,sao paulo,SP
2706,2706,1155,-23.52878808243405,-46.664404203300826,sao paulo,SP
2707,2707,1139,-23.521670055802307,-46.66589574063706,são paulo,SP
2708,2708,1132,-23.520905455450425,-46.64840659893825,são paulo,SP
2709,2709,1127,-23.524535158203005,-46.640097743551244,sao paulo,SP
2710,2710,1128,-23.524603291707493,-46.64507074701368,sao paulo,SP
2711,2711,1103,-23.535214669167267,-46.627294364273794,sao paulo,SP
2712,2712,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2713,2713,1144,-23.523846601708204,-46.67362071135091,sao paulo,SP
2714,2714,1128,-23.52577125895892,-46.64764113765944,sao paulo,SP
2715,2715,1123,-23.529671716631043,-46.63543928504239,sao paulo,SP
2716,2716,1124,-23.528572490709163,-46.63244189731085,sao paulo,SP
2717,2717,1124,-23.52847956731484,-46.63271992284606,sao paulo,SP
2718,2718,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2719,2719,1153,-23.53031579877663,-46.65328712891685,sao paulo,SP
2720,2720,1151,-23.53078608243405,-46.65703926395059,sao paulo,SP
2721,2721,1136,-23.522944610046736,-46.663292398840056,sao paulo,SP
2722,2722,1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
2723,2723,1123,-23.527863534826054,-46.63704546058632,sao paulo,SP
2724,2724,1122,-23.53145824340702,-46.63635618512319,sao paulo,SP
2725,2725,1152,-23.530439242570296,-46.6540955985342,sao paulo,SP
2726,2726,1139,-23.51760421729488,-46.68080500637664,sao paulo,SP
2727,2727,1150,-23.533209597553263,-46.65636020982169,sao paulo,SP
2728,2728,1140,-23.51600481349181,-46.67135533542036,sao paulo,SP
2729,2729,1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
2730,2730,1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
2731,2731,1155,-23.529072721354314,-46.66301009559599,sao paulo,SP
2732,2732,1151,-23.530896822085754,-46.65686571126078,são paulo,SP
2733,2733,1122,-23.531224243407014,-46.63725610130416,sao paulo,SP
2734,2734,1136,-23.52299425036058,-46.66362145420966,sao paulo,SP
2735,2735,1126,-23.52526884179699,-46.63889475644874,sao paulo,SP
2736,2736,1127,-23.52609953611055,-46.64517550129859,sao paulo,SP
2737,2737,1120,-23.52762895781636,-46.64093632015691,sao paulo,SP
2738,2738,1131,-23.52164183207347,-46.64747554830047,sao paulo,SP
2739,2739,1131,-23.52001740966009,-46.64633907591317,sao paulo,SP
2740,2740,1125,-23.52544204163538,-46.6408677618731,sao paulo,SP
2741,2741,1153,-23.528899184286484,-46.653736572999,sao paulo,SP
2742,2742,1150,-23.532149304749247,-46.66333179378497,sao paulo,SP
2743,2743,1123,-23.528165070777284,-46.6345321980207,sao paulo,SP
2744,2744,1136,-23.523330352761263,-46.666442063563935,sao paulo,SP
2745,2745,1123,-23.530410261728868,-46.63776572799934,sao paulo,SP
2746,2746,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2747,2747,1104,-23.53467578045476,-46.631467115875125,sao paulo,SP
2748,2748,1134,-23.51935101110849,-46.651462376623066,sao paulo,SP
2749,2749,1108,-23.531364177909843,-46.62645785581968,sao paulo,SP
2750,2750,1124,-23.529603457672128,-46.63413102068779,sao paulo,SP
2751,2751,1123,-23.529341787119865,-46.63498224369548,são paulo,SP
2752,2752,1138,-23.52503669608748,-46.65541993450284,são paulo,SP
2753,2753,1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
2754,2754,1122,-23.5304559328294,-46.64014718705644,sao paulo,SP
2755,2755,1103,-23.539337475993985,-46.62899422217096,são paulo,SP
2756,2756,1140,-23.51827783291019,-46.66951745599869,são paulo,SP
2757,2757,1121,-23.530776516792653,-46.63628551595594,sao paulo,SP
2758,2758,1121,-23.529147045242063,-46.63577569080736,sao paulo,SP
2759,2759,1102,-23.527305177909845,-46.630607202464105,sao paulo,SP
2760,2760,1153,-23.528899184286484,-46.653736572999,sao paulo,SP
2761,2761,1124,-23.52783708964741,-46.633598900225046,são paulo,SP
2762,2762,1121,-23.52458446433722,-46.6343233329102,sao paulo,SP
2763,2763,1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
2764,2764,1102,-23.52261021648681,-46.62942387523806,sao paulo,SP
2765,2765,1139,-23.52194412129947,-46.66417721218763,sao paulo,SP
2766,2766,1138,-23.5188254074384,-46.65562359824576,sao paulo,SP
2767,2767,1124,-23.526905342777944,-46.631729472935554,sao paulo,SP
2768,2768,1122,-23.53151606771888,-46.640336621559285,são paulo,SP
2769,2769,1156,-23.5298272739339,-46.66466605744709,sao paulo,SP
2770,2770,1153,-23.53199077324141,-46.65206066166546,sao paulo,SP
2771,2771,1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
2772,2772,1121,-23.528832045242066,-46.63568569080736,sao paulo,SP
2773,2773,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2774,2774,1154,-23.531480434358603,-46.65843765834724,sao paulo,SP
2775,2775,1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
2776,2776,1150,-23.53214346987715,-46.65828046849215,sao paulo,SP
2777,2777,1156,-23.52977870053088,-46.6648274753015,sao paulo,SP
2778,2778,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2779,2779,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2780,2780,1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
2781,2781,1154,-23.52846327560734,-46.65536140368747,sao paulo,SP
2782,2782,1101,-23.526091267557256,-46.63137211754856,sao paulo,SP
2783,2783,1135,-23.52703213199464,-46.64970187844824,são paulo,SP
2784,2784,1132,-23.520905455450425,-46.64840659893825,sao paulo,SP
2785,2785,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2786,2786,1136,-23.52299425036058,-46.66362145420966,sao paulo,SP
2787,2787,1153,-23.53031579877663,-46.65328712891685,sao paulo,SP
2788,2788,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2789,2789,1124,-23.527367392723217,-46.63188348903572,sao paulo,SP
2790,2790,1152,-23.53064571856428,-46.65500291243004,sao paulo,SP
2791,2791,1128,-23.52535070107914,-46.64006416916728,sao paulo,SP
2792,2792,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2793,2793,1134,-23.518817099082472,-46.651718556206326,sao paulo,SP
2794,2794,1138,-23.523569999999992,-46.65597299999999,sao paulo,SP
2795,2795,1141,-23.52209528864908,-46.66747361267247,são paulo,SP
2796,2796,1135,-23.523552031363604,-46.65291096725141,são paulo,SP
2797,2797,1127,-23.52509238273989,-46.64322952400602,sao paulo,SP
2798,2798,1134,-23.51867680707737,-46.6531159131789,são paulo,SP
2799,2799,1151,-23.530339917565943,-46.65867276395058,sao paulo,SP
2800,2800,1132,-23.520905455450425,-46.64840659893825,sao paulo,SP
2801,2801,1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
2802,2802,1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
2803,2803,1144,-23.52375483986375,-46.67224719011488,sao paulo,SP
2804,2804,1152,-23.53041321703506,-46.65404609853421,sao paulo,SP
2805,2805,1140,-23.51709905300368,-46.67653926865378,são paulo,SP
2806,2806,1151,-23.53333440244673,-46.654073790178295,sao paulo,SP
2807,2807,1151,-23.53078608243405,-46.65703926395059,sao paulo,SP
2808,2808,1151,-23.533271539269457,-46.65410023535694,são paulo,SP
2809,2809,1137,-23.523144766840574,-46.65166009603059,são paulo,SP
2810,2810,1153,-23.53031579877663,-46.65328712891685,sao paulo,SP
2811,2811,1139,-23.522467263402323,-46.66066743228114,sao paulo,SP
2812,2812,1153,-23.5280239730798,-46.6566534060534,sao paulo,SP
2813,2813,1137,-23.520086360811344,-46.65432096003805,sao paulo,SP
2814,2814,1156,-23.52994970053087,-46.66461041701768,sao paulo,SP
2815,2815,1155,-23.52774243741702,-46.66332089785909,sao paulo,SP
2816,2816,1154,-23.531867563186864,-46.66185691959824,sao paulo,SP
2817,2817,1129,-23.524372634196983,-46.64743213627446,sao paulo,SP
2818,2818,1151,-23.53333440244673,-46.654073790178295,sao paulo,SP
2819,2819,1103,-23.53464872745108,-46.6280528315252,sao paulo,SP
2820,2820,1130,-23.523271291707506,-46.647982247013694,sao paulo,SP
2821,2821,1122,-23.53179043658029,-46.63507276311384,são paulo,SP
2822,2822,1155,-23.529072721354314,-46.66301009559599,sao paulo,SP
2823,2823,1150,-23.53416257481785,-46.65547667412762,são paulo,SP
2824,2824,1139,-23.520176592273145,-46.675988312943566,sao paulo,SP
2825,2825,1140,-23.518553280599,-46.66966290605341,sao paulo,SP
2826,2826,1132,-23.524079280599,-46.648308201079125,são paulo,SP
2827,2827,1154,-23.527985856512178,-46.65932442630851,sao paulo,SP
2828,2828,1132,-23.521493546482816,-46.64977797847548,sao paulo,SP
2829,2829,1154,-23.531373052455425,-46.66001247071385,sao paulo,SP
2830,2830,1106,-23.531266320012687,-46.626950220930205,sao paulo,SP
2831,2831,1125,-23.524404558976293,-46.64055547599397,sao paulo,SP
2832,2832,1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
2833,2833,1103,-23.535453394396647,-46.63170629156326,sao paulo,SP
2834,2834,1153,-23.53184579877664,-46.65214960338163,sao paulo,SP
2835,2835,1128,-23.52494228449413,-46.64581977976228,sao paulo,SP
2836,2836,1122,-23.531437906745904,-46.63968832737029,sao paulo,SP
2837,2837,1151,-23.53333440244673,-46.654073790178295,sao paulo,SP
2838,2838,1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
2839,2839,1130,-23.523262176524867,-46.64564622191117,sao paulo,SP
2840,2840,1131,-23.52164183207347,-46.64747554830047,sao paulo,SP
2841,2841,1139,-23.52097937246812,-46.66142336900567,sao paulo,SP
2842,2842,1103,-23.53571080099833,-46.627898945467095,sao paulo,SP
2843,2843,1153,-23.5355785037509,-46.64941719623171,sao paulo,SP
2844,2844,1153,-23.528899184286484,-46.653736572999,sao paulo,SP
2845,2845,1155,-23.52899269085843,-46.66291915185066,sao paulo,SP
2846,2846,1122,-23.53179043658029,-46.63507276311384,sao paulo,SP
2847,2847,1101,-23.525050725229377,-46.63122212476192,sao paulo,SP
2848,2848,1103,-23.535453394396647,-46.63170629156326,sao paulo,SP
2849,2849,1132,-23.52477735137628,-46.64796807591318,sao paulo,SP
2850,2850,1155,-23.529835634745247,-46.6629850217843,sao paulo,SP
2851,2851,1104,-23.53448767110051,-46.63278653788447,são paulo,SP
2852,2852,1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
2853,2853,1141,-23.524057037191977,-46.66457214931621,sao paulo,SP
2854,2854,1126,-23.52705275936294,-46.64075202997864,sao paulo,SP
2855,2855,1132,-23.520831832073483,-46.64889304830047,são paulo,SP
2856,2856,1156,-23.526950618068167,-46.66982314695028,sao paulo,SP
2857,2857,1128,-23.52253317707312,-46.64036706327546,sao paulo,SP
2858,2858,1102,-23.52261021648681,-46.62942387523806,sao paulo,SP
2859,2859,1151,-23.531294001384985,-46.65640409394658,sao paulo,SP
2860,2860,1104,-23.53477820511852,-46.63116585137629,sao paulo,SP
2861,2861,1155,-23.53010835804139,-46.662727971002326,sao paulo,SP
2862,2862,1135,-23.522364,-46.65293046003804,são paulo,SP
2863,2863,1152,-23.531306458508848,-46.65443228143573,sao paulo,SP
2864,2864,1141,-23.520560196779968,-46.665909533729526,sao paulo,SP
2865,2865,1121,-23.526644877604,-46.63498360698832,são paulo,SP
2866,2866,1150,-23.53205041993188,-46.66025965598129,sao paulo,SP
2867,2867,1130,-23.52757228642737,-46.64324600499166,sao paulo,SP
2868,2868,1141,-23.52268065528881,-46.66752425477532,sao paulo,SP
2869,2869,1127,-23.526879894252424,-46.6431157559005,são paulo,SP
2870,2870,1141,-23.52209528864908,-46.66747361267247,sao paulo,SP
2871,2871,1103,-23.534290330832725,-46.62796115404806,sao paulo,SP
2872,2872,1155,-23.52878808243405,-46.664404203300826,sao paulo,SP
2873,2873,1106,-23.532268797131845,-46.62746980045007,sao paulo,SP
2874,2874,1156,-23.530860398003338,-46.66342936886144,sao paulo,SP
2875,2875,1134,-23.51867680707737,-46.6531159131789,sao paulo,SP
2876,2876,1156,-23.52977870053088,-46.6648274753015,são paulo,SP
2877,2877,1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
2878,2878,1139,-23.518892512926165,-46.67646035734891,sao paulo,SP
2879,2879,1144,-23.52461095115125,-46.67128315751051,sao paulo,SP
2880,2880,1141,-23.52209528864908,-46.66747361267247,são paulo,SP
2881,2881,1124,-23.52841356010148,-46.63294836456227,sao paulo,SP
2882,2882,1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
2883,2883,1122,-23.531173742166256,-46.63772044976627,sao paulo,SP
2884,2884,1156,-23.530311382006182,-46.6648398613972,sao paulo,SP
2885,2885,1131,-23.52164183207347,-46.64747554830047,sao paulo,SP
2886,2886,1126,-23.52907873382772,-46.64027486234056,sao paulo,SP
2887,2887,1137,-23.523144766840574,-46.65166009603059,sao paulo,SP
2888,2888,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2889,2889,1135,-23.527010132293896,-46.65033378992916,são paulo,SP
2890,2890,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2891,2891,1141,-23.51929169969415,-46.66571964308378,sao paulo,SP
2892,2892,1128,-23.522849151537905,-46.64019712155927,são paulo,SP
2893,2893,1107,-23.52815755842804,-46.62654667666908,sao paulo,SP
2894,2894,1150,-23.533850113297035,-46.65580518227063,sao paulo,SP
2895,2895,1122,-23.531280767701485,-46.637260391482464,sao paulo,SP
2896,2896,1131,-23.52112120344507,-46.645727290322505,sao paulo,SP
2897,2897,1151,-23.53246939661836,-46.65648682737028,sao paulo,SP
2898,2898,1151,-23.53078608243405,-46.65703926395059,sao paulo,SP
2899,2899,1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
2900,2900,1123,-23.52621888121068,-46.63622329141903,sao paulo,SP
2901,2901,1135,-23.526908245080445,-46.65089423910785,sao paulo,SP
2902,2902,1139,-23.52183510257342,-46.66428988130433,sao paulo,SP
2903,2903,1108,-23.52167295254057,-46.636444186118354,sao paulo,SP
2904,2904,1139,-23.52180020511851,-46.66512735137629,são paulo,SP
2905,2905,1139,-23.52076037607479,-46.661384138207694,sao paulo,SP
2906,2906,1154,-23.531480434358603,-46.65843765834724,sao paulo,SP
2907,2907,1156,-23.5298272739339,-46.66466605744709,sao paulo,SP
2908,2908,1138,-23.5188254074384,-46.65562359824576,sao paulo,SP
2909,2909,1124,-23.528344494864104,-46.63298459547579,sao paulo,SP
2910,2910,1154,-23.528603001384973,-46.65782137330483,sao paulo,SP
2911,2911,1153,-23.52811869885744,-46.65645154579032,sao paulo,SP
2912,2912,1105,-23.53339284430716,-46.6289079723873,sao paulo,SP
2913,2913,1141,-23.52011919677996,-46.66584000098096,sao paulo,SP
2914,2914,1132,-23.521493546482816,-46.64977797847548,sao paulo,SP
2915,2915,1150,-23.53416257481785,-46.65547667412762,sao paulo,SP
2916,2916,1150,-23.532255303364263,-46.662756071469765,sao paulo,SP
2917,2917,1134,-23.51935101110849,-46.651462376623066,sao paulo,SP
2918,2918,1151,-23.53002108243405,-46.65824476158463,sao paulo,SP
2919,2919,1103,-23.535453394396647,-46.63170629156326,sao paulo,SP
2920,2920,1152,-23.529584430751925,-46.656460733971954,são paulo,SP
2921,2921,1140,-23.52564861281671,-46.66180787607479,sao paulo,SP
2922,2922,1120,-23.530309092705835,-46.63946975465973,sao paulo,SP
2923,2923,1156,-23.531697,-46.66290524999998,sao paulo,SP
2924,2924,1125,-23.526529648623715,-46.64019737301636,sao paulo,SP
2925,2925,1127,-23.52255144962204,-46.63817358243406,sao paulo,SP
2926,2926,1126,-23.529550284494142,-46.64117111212421,sao paulo,SP
2927,2927,1155,-23.529825639188648,-46.6637641604247,sao paulo,SP
2928,2928,1125,-23.53025382514857,-46.6385090177736,são paulo,SP
2929,2929,1141,-23.51803838412488,-46.66548088245144,sao paulo,SP
2930,2930,1141,-23.51819009287688,-46.66547750384322,sao paulo,SP
2931,2931,1109,-23.529663,-46.625690507790274,sao paulo,SP
2932,2932,1155,-23.528192437417022,-46.66377989785909,sao paulo,SP
2933,2933,1151,-23.533271539269457,-46.65410023535694,sao paulo,SP
2934,2934,1138,-23.52503669608748,-46.65541993450284,sao paulo,SP
