,Product_id,Product_category_name,Product_weight_g,Product_length_cm,Product_height_cm,Product_width_cm
1047,PRODUCT_01047,telephony,200.0,19.0,4.0,11.0
1048,PRODUCT_01048,health_beauty,4000.0,30.0,35.0,30.0
1049,PRODUCT_01049,small_appliances,4683.0,45.0,29.0,22.0
1050,PRODUCT_01050,cool_stuff,1450.0,42.0,25.0,15.0
1051,PRODUCT_01051,health_beauty,300.0,16.0,9.0,15.0
1052,PRODUCT_01052,bed_bath_table,600.0,45.0,15.0,35.0
1053,PRODUCT_01053,electronics,16850.0,22.0,22.0,18.0
1054,PRODUCT_01054,automotive,975.0,22.0,6.0,13.0
1055,PRODUCT_01055,small_appliances,2500.0,25.0,23.0,32.0
1056,PRODUCT_01056,sports_leisure,2350.0,60.0,15.0,43.0
1057,PRODUCT_01057,bed_bath_table,550.0,60.0,10.0,40.0
1058,PRODUCT_01058,automotive,2275.0,33.0,7.0,26.0
1059,PRODUCT_01059,watches_gifts,215.0,19.0,13.0,19.0
1060,PRODUCT_01060,toys,19450.0,45.0,50.0,45.0
1061,PRODUCT_01061,perfumery,500.0,16.0,16.0,16.0
1062,PRODUCT_01062,toys,350.0,45.0,15.0,35.0
1063,PRODUCT_01063,watches_gifts,200.0,16.0,2.0,11.0
1064,PRODUCT_01064,perfumery,368.0,22.0,15.0,18.0
1065,PRODUCT_01065,baby,750.0,40.0,11.0,35.0
1066,PRODUCT_01066,Unknown,17900.0,48.0,32.0,28.0
1067,PRODUCT_01067,perfumery,150.0,22.0,7.0,16.0
1068,PRODUCT_01068,bed_bath_table,250.0,40.0,4.0,30.0
1069,PRODUCT_01069,fashion_shoes,700.0,16.0,8.0,18.0
1070,PRODUCT_01070,consoles_games,200.0,24.0,3.0,19.0
1071,PRODUCT_01071,perfumery,200.0,16.0,3.0,12.0
1072,PRODUCT_01072,computers_accessories,700.0,30.0,12.0,12.0
1073,PRODUCT_01073,party_supplies,350.0,16.0,11.0,11.0
1074,PRODUCT_01074,health_beauty,700.0,16.0,16.0,15.0
1075,PRODUCT_01075,bed_bath_table,1050.0,35.0,3.0,30.0
1076,PRODUCT_01076,health_beauty,1350.0,42.0,12.0,11.0
1077,PRODUCT_01077,fashion_bags_accessories,150.0,16.0,9.0,11.0
1078,PRODUCT_01078,stationery,80.0,17.0,9.0,14.0
1079,PRODUCT_01079,fashion_bags_accessories,1000.0,20.0,20.0,20.0
1080,PRODUCT_01080,furniture_decor,3800.0,42.0,16.0,26.0
1081,PRODUCT_01081,sports_leisure,500.0,16.0,30.0,16.0
1082,PRODUCT_01082,watches_gifts,1000.0,17.0,10.0,16.0
1083,PRODUCT_01083,baby,10000.0,50.0,34.0,50.0
1084,PRODUCT_01084,small_appliances,200.0,20.0,10.0,15.0
1085,PRODUCT_01085,luggage_accessories,850.0,30.0,15.0,15.0
1086,PRODUCT_01086,bed_bath_table,700.0,16.0,10.0,16.0
1087,PRODUCT_01087,telephony,225.0,18.0,5.0,16.0
1088,PRODUCT_01088,sports_leisure,3800.0,31.0,31.0,31.0
1089,PRODUCT_01089,furniture_decor,680.0,33.0,4.0,33.0
1090,PRODUCT_01090,computers_accessories,183.0,23.0,14.0,14.0
1091,PRODUCT_01091,stationery,8800.0,32.0,5.0,40.0
1092,PRODUCT_01092,cool_stuff,1625.0,44.0,24.0,32.0
1093,PRODUCT_01093,health_beauty,400.0,20.0,9.0,15.0
1094,PRODUCT_01094,home_utilities,525.0,18.0,19.0,16.0
1095,PRODUCT_01095,automotive,2200.0,22.0,4.0,22.0
1096,PRODUCT_01096,health_beauty,200.0,16.0,6.0,11.0
1097,PRODUCT_01097,Unknown,450.0,16.0,20.0,11.0
1098,PRODUCT_01098,construction_tools_garden,200.0,16.0,16.0,12.0
1099,PRODUCT_01099,toys,950.0,35.0,6.0,25.0
1100,PRODUCT_01100,construction_tools_garden,1300.0,60.0,13.0,23.0
1101,PRODUCT_01101,computers_accessories,850.0,35.0,15.0,15.0
1102,PRODUCT_01102,stationery,6150.0,25.0,55.0,45.0
1103,PRODUCT_01103,musical_instruments,9100.0,55.0,25.0,35.0
1104,PRODUCT_01104,telephony,300.0,16.0,5.0,12.0
1105,PRODUCT_01105,perfumery,210.0,17.0,11.0,14.0
1106,PRODUCT_01106,computers_accessories,214.0,18.0,14.0,13.0
1107,PRODUCT_01107,cool_stuff,10600.0,57.0,34.0,37.0
1108,PRODUCT_01108,home_construction,300.0,27.0,8.0,21.0
1109,PRODUCT_01109,furniture_decor,900.0,30.0,4.0,20.0
1110,PRODUCT_01110,home_utilities,500.0,16.0,30.0,40.0
1111,PRODUCT_01111,bed_bath_table,500.0,20.0,10.0,20.0
1112,PRODUCT_01112,furniture_decor,150.0,25.0,5.0,20.0
1113,PRODUCT_01113,watches_gifts,200.0,16.0,2.0,20.0
1114,PRODUCT_01114,computers_accessories,100.0,16.0,8.0,11.0
1115,PRODUCT_01115,furniture_decor,700.0,20.0,20.0,20.0
1116,PRODUCT_01116,consoles_games,200.0,21.0,5.0,14.0
1117,PRODUCT_01117,watches_gifts,300.0,16.0,2.0,11.0
1118,PRODUCT_01118,fashion_shoes,750.0,22.0,12.0,33.0
1119,PRODUCT_01119,signaling_and_security,233.0,22.0,17.0,15.0
1120,PRODUCT_01120,sports_leisure,400.0,23.0,20.0,15.0
1121,PRODUCT_01121,drinks,1400.0,25.0,25.0,25.0
1122,PRODUCT_01122,office_furniture,20500.0,58.0,28.0,58.0
1123,PRODUCT_01123,furniture_decor,1550.0,69.0,11.0,11.0
1124,PRODUCT_01124,sports_leisure,2850.0,16.0,15.0,15.0
1125,PRODUCT_01125,health_beauty,2100.0,30.0,17.0,17.0
1126,PRODUCT_01126,stationery,550.0,25.0,7.0,20.0
1127,PRODUCT_01127,fashion_bags_accessories,200.0,16.0,2.0,20.0
1128,PRODUCT_01128,landline_phones,725.0,22.0,12.0,17.0
1129,PRODUCT_01129,baby,500.0,23.0,33.0,11.0
1130,PRODUCT_01130,automotive,200.0,16.0,16.0,12.0
1131,PRODUCT_01131,christmas_articles,4200.0,40.0,35.0,40.0
1132,PRODUCT_01132,sports_leisure,1600.0,26.0,26.0,26.0
1133,PRODUCT_01133,automotive,450.0,16.0,9.0,15.0
1134,PRODUCT_01134,sports_leisure,650.0,38.0,10.0,28.0
1135,PRODUCT_01135,cool_stuff,275.0,16.0,16.0,13.0
1136,PRODUCT_01136,bed_bath_table,2200.0,35.0,20.0,30.0
1137,PRODUCT_01137,toys,367.0,29.0,21.0,21.0
1138,PRODUCT_01138,health_beauty,850.0,31.0,14.0,20.0
1139,PRODUCT_01139,stationery,150.0,16.0,6.0,11.0
1140,PRODUCT_01140,bed_bath_table,4150.0,51.0,11.0,51.0
1141,PRODUCT_01141,furniture_decor,2550.0,30.0,35.0,30.0
1142,PRODUCT_01142,automotive,250.0,18.0,11.0,14.0
1143,PRODUCT_01143,furniture_decor,1700.0,69.0,20.0,53.0
1144,PRODUCT_01144,bed_bath_table,2150.0,45.0,13.0,35.0
1145,PRODUCT_01145,sports_leisure,300.0,40.0,10.0,15.0
1146,PRODUCT_01146,sports_leisure,150.0,25.0,5.0,20.0
1147,PRODUCT_01147,home_utilities,6500.0,63.0,14.0,44.0
1148,PRODUCT_01148,consoles_games,700.0,25.0,25.0,16.0
1149,PRODUCT_01149,audio,200.0,18.0,6.0,16.0
1150,PRODUCT_01150,Unknown,50.0,16.0,2.0,11.0
1151,PRODUCT_01151,Unknown,1000.0,30.0,30.0,30.0
1152,PRODUCT_01152,stationery,10100.0,28.0,55.0,37.0
1153,PRODUCT_01153,home_utilities,450.0,16.0,30.0,11.0
1154,PRODUCT_01154,Unknown,2500.0,26.0,25.0,47.0
1155,PRODUCT_01155,small_appliances,1000.0,28.0,20.0,28.0
1156,PRODUCT_01156,toys,125.0,22.0,7.0,14.0
1157,PRODUCT_01157,health_beauty,2000.0,22.0,12.0,16.0
1158,PRODUCT_01158,computers_accessories,1583.0,18.0,15.0,12.0
1159,PRODUCT_01159,baby,500.0,23.0,23.0,23.0
1160,PRODUCT_01160,fashion_bags_accessories,200.0,16.0,2.0,11.0
1161,PRODUCT_01161,computers_accessories,900.0,30.0,15.0,15.0
1162,PRODUCT_01162,automotive,100.0,16.0,20.0,11.0
1163,PRODUCT_01163,home_utilities,3150.0,34.0,18.0,19.0
1164,PRODUCT_01164,small_appliances,17325.0,35.0,40.0,40.0
1165,PRODUCT_01165,health_beauty,375.0,29.0,4.0,16.0
1166,PRODUCT_01166,health_beauty,1100.0,20.0,14.0,16.0
1167,PRODUCT_01167,automotive,4450.0,56.0,11.0,32.0
1168,PRODUCT_01168,baby,133.0,21.0,8.0,14.0
1169,PRODUCT_01169,toys,50.0,20.0,8.0,17.0
1170,PRODUCT_01170,luggage_accessories,100.0,30.0,8.0,25.0
1171,PRODUCT_01171,bed_bath_table,250.0,16.0,10.0,16.0
1172,PRODUCT_01172,drinks,2775.0,16.0,38.0,11.0
1173,PRODUCT_01173,fashion_shoes,500.0,29.0,12.0,23.0
1174,PRODUCT_01174,furniture_decor,400.0,69.0,11.0,11.0
1175,PRODUCT_01175,home_appliances,1850.0,20.0,8.0,13.0
1176,PRODUCT_01176,stationery,250.0,19.0,3.0,14.0
1177,PRODUCT_01177,baby,600.0,20.0,13.0,13.0
1178,PRODUCT_01178,computers_accessories,950.0,26.0,16.0,16.0
1179,PRODUCT_01179,home_utilities,8450.0,19.0,48.0,27.0
1180,PRODUCT_01180,sports_leisure,850.0,16.0,16.0,16.0
1181,PRODUCT_01181,stationery,300.0,16.0,5.0,11.0
1182,PRODUCT_01182,computers_accessories,200.0,20.0,20.0,20.0
1183,PRODUCT_01183,home_appliances,10750.0,50.0,50.0,50.0
1184,PRODUCT_01184,sports_leisure,250.0,25.0,25.0,25.0
1185,PRODUCT_01185,books_general_interest,550.0,25.0,5.0,18.0
1186,PRODUCT_01186,home_utilities,400.0,23.0,6.0,15.0
1187,PRODUCT_01187,health_beauty,550.0,17.0,9.0,13.0
1188,PRODUCT_01188,fashion_shoes,500.0,29.0,7.0,16.0
1189,PRODUCT_01189,watches_gifts,500.0,18.0,11.0,14.0
1190,PRODUCT_01190,home_utilities,4513.0,47.0,32.0,25.0
1191,PRODUCT_01191,sports_leisure,768.0,15.0,13.0,13.0
1192,PRODUCT_01192,watches_gifts,530.0,18.0,9.0,13.0
1193,PRODUCT_01193,telephony,375.0,18.0,10.0,16.0
1194,PRODUCT_01194,furniture_decor,150.0,35.0,2.0,25.0
1195,PRODUCT_01195,computers_accessories,500.0,16.0,16.0,16.0
1196,PRODUCT_01196,telephony,150.0,18.0,6.0,13.0
1197,PRODUCT_01197,stationery,1300.0,25.0,5.0,20.0
1198,PRODUCT_01198,cool_stuff,7100.0,36.0,47.0,32.0
1199,PRODUCT_01199,health_beauty,300.0,21.0,6.0,14.0
1200,PRODUCT_01200,furniture_decor,200.0,27.0,10.0,12.0
1201,PRODUCT_01201,cool_stuff,13900.0,34.0,93.0,34.0
1202,PRODUCT_01202,home_utilities,1100.0,30.0,25.0,30.0
1203,PRODUCT_01203,bed_bath_table,2650.0,46.0,8.0,38.0
1204,PRODUCT_01204,sports_leisure,1200.0,25.0,30.0,25.0
1205,PRODUCT_01205,health_beauty,4800.0,27.0,22.0,39.0
1206,PRODUCT_01206,sports_leisure,932.0,23.0,24.0,21.0
1207,PRODUCT_01207,furniture_decor,1050.0,32.0,12.0,32.0
1208,PRODUCT_01208,sports_leisure,920.0,25.0,24.0,22.0
1209,PRODUCT_01209,pet_shop,500.0,25.0,20.0,20.0
1210,PRODUCT_01210,cool_stuff,600.0,42.0,25.0,15.0
1211,PRODUCT_01211,computers_accessories,150.0,16.0,8.0,11.0
1212,PRODUCT_01212,baby,700.0,20.0,8.0,14.0
1213,PRODUCT_01213,bed_bath_table,1100.0,50.0,16.0,16.0
1214,PRODUCT_01214,home_utilities,400.0,30.0,30.0,30.0
1215,PRODUCT_01215,pet_shop,300.0,20.0,10.0,15.0
1216,PRODUCT_01216,automotive,1350.0,25.0,10.0,20.0
1217,PRODUCT_01217,automotive,2400.0,30.0,28.0,30.0
1218,PRODUCT_01218,technical_books,450.0,33.0,6.0,22.0
1219,PRODUCT_01219,consoles_games,600.0,18.0,12.0,18.0
1220,PRODUCT_01220,Unknown,200.0,16.0,2.0,11.0
1221,PRODUCT_01221,sports_leisure,269.0,22.0,16.0,19.0
1222,PRODUCT_01222,sports_leisure,700.0,20.0,12.0,20.0
1223,PRODUCT_01223,home_appliances,100.0,18.0,8.0,13.0
1224,PRODUCT_01224,bed_bath_table,14750.0,58.0,28.0,48.0
1225,PRODUCT_01225,garden_tools,550.0,27.0,8.0,20.0
1226,PRODUCT_01226,pet_shop,14725.0,54.0,25.0,37.0
1227,PRODUCT_01227,furniture_decor,550.0,52.0,11.0,11.0
1228,PRODUCT_01228,toys,1232.0,38.0,18.0,25.0
1229,PRODUCT_01229,automotive,2413.0,69.0,39.0,57.0
1230,PRODUCT_01230,bed_bath_table,2000.0,38.0,14.0,25.0
1231,PRODUCT_01231,sports_leisure,600.0,16.0,6.0,16.0
1232,PRODUCT_01232,furniture_decor,500.0,65.0,11.0,11.0
1233,PRODUCT_01233,sports_leisure,400.0,33.0,20.0,20.0
1234,PRODUCT_01234,sports_leisure,150.0,20.0,10.0,20.0
1235,PRODUCT_01235,home_utilities,1550.0,32.0,40.0,23.0
1236,PRODUCT_01236,telephony,175.0,16.0,5.0,11.0
1237,PRODUCT_01237,construction_tools_construction,2900.0,23.0,8.0,23.0
1238,PRODUCT_01238,toys,900.0,30.0,4.0,20.0
1239,PRODUCT_01239,bed_bath_table,1050.0,22.0,16.0,18.0
1240,PRODUCT_01240,furniture_decor,750.0,69.0,11.0,11.0
1241,PRODUCT_01241,furniture_decor,250.0,35.0,5.0,20.0
1242,PRODUCT_01242,electronics,100.0,20.0,5.0,12.0
1243,PRODUCT_01243,sports_leisure,150.0,20.0,6.0,14.0
1244,PRODUCT_01244,garden_tools,400.0,30.0,15.0,20.0
1245,PRODUCT_01245,Unknown,1000.0,31.0,21.0,24.0
1246,PRODUCT_01246,stationery,1200.0,32.0,6.0,26.0
1247,PRODUCT_01247,furniture_decor,650.0,25.0,25.0,25.0
1248,PRODUCT_01248,telephony,300.0,20.0,30.0,20.0
1249,PRODUCT_01249,small_appliances,300.0,16.0,35.0,25.0
1250,PRODUCT_01250,toys,2300.0,98.0,12.0,20.0
1251,PRODUCT_01251,health_beauty,200.0,16.0,21.0,23.0
1252,PRODUCT_01252,health_beauty,859.0,25.0,20.0,18.0
1253,PRODUCT_01253,bed_bath_table,96.0,25.0,8.0,19.0
1254,PRODUCT_01254,watches_gifts,400.0,16.0,11.0,12.0
1255,PRODUCT_01255,stationery,233.0,20.0,11.0,15.0
1256,PRODUCT_01256,telephony,100.0,19.0,4.0,11.0
1257,PRODUCT_01257,small_appliances,3700.0,28.0,39.0,39.0
1258,PRODUCT_01258,baby,500.0,20.0,15.0,15.0
1259,PRODUCT_01259,electronics,2150.0,30.0,30.0,30.0
1260,PRODUCT_01260,automotive,6250.0,40.0,30.0,30.0
1261,PRODUCT_01261,sports_leisure,1800.0,16.0,16.0,16.0
1262,PRODUCT_01262,bed_bath_table,300.0,40.0,8.0,30.0
1263,PRODUCT_01263,Unknown,1200.0,33.0,2.0,27.0
1264,PRODUCT_01264,computers_accessories,243.0,17.0,15.0,12.0
1265,PRODUCT_01265,telephony,150.0,19.0,5.0,20.0
1266,PRODUCT_01266,bed_bath_table,1000.0,50.0,12.0,12.0
1267,PRODUCT_01267,air_conditioning,200.0,21.0,8.0,17.0
1268,PRODUCT_01268,toys,950.0,68.0,42.0,16.0
1269,PRODUCT_01269,marketplace,200.0,16.0,16.0,16.0
1270,PRODUCT_01270,sports_leisure,150.0,20.0,20.0,20.0
1271,PRODUCT_01271,bed_bath_table,1900.0,36.0,7.0,29.0
1272,PRODUCT_01272,pet_shop,150.0,16.0,12.0,15.0
1273,PRODUCT_01273,bed_bath_table,700.0,28.0,8.0,22.0
1274,PRODUCT_01274,office_furniture,25400.0,64.0,30.0,74.0
1275,PRODUCT_01275,toys,900.0,24.0,19.0,17.0
1276,PRODUCT_01276,computers_accessories,175.0,16.0,12.0,14.0
1277,PRODUCT_01277,living_room_furniture,9750.0,27.0,15.0,92.0
1278,PRODUCT_01278,automotive,1750.0,35.0,10.0,35.0
1279,PRODUCT_01279,health_beauty,1188.0,19.0,12.0,17.0
1280,PRODUCT_01280,automotive,5650.0,47.0,19.0,23.0
1281,PRODUCT_01281,perfumery,500.0,23.0,8.0,15.0
1282,PRODUCT_01282,telephony,350.0,16.0,6.0,11.0
1283,PRODUCT_01283,automotive,3850.0,65.0,25.0,25.0
1284,PRODUCT_01284,air_conditioning,300.0,21.0,8.0,17.0
1285,PRODUCT_01285,telephony,203.0,14.0,16.0,14.0
1286,PRODUCT_01286,bed_bath_table,825.0,29.0,17.0,28.0
1287,PRODUCT_01287,computers_accessories,1500.0,25.0,15.0,25.0
1288,PRODUCT_01288,home_utilities,4000.0,51.0,25.0,26.0
1289,PRODUCT_01289,watches_gifts,250.0,24.0,10.0,14.0
1290,PRODUCT_01290,bed_bath_table,2450.0,35.0,10.0,35.0
1291,PRODUCT_01291,watches_gifts,283.0,19.0,14.0,19.0
1292,PRODUCT_01292,sports_leisure,600.0,50.0,12.0,18.0
1293,PRODUCT_01293,computers_accessories,280.0,20.0,15.0,14.0
1294,PRODUCT_01294,furniture_decor,3250.0,41.0,15.0,25.0
1295,PRODUCT_01295,bed_bath_table,1600.0,43.0,15.0,32.0
1296,PRODUCT_01296,living_room_furniture,4350.0,58.0,16.0,53.0
1297,PRODUCT_01297,sports_leisure,200.0,20.0,6.0,13.0
1298,PRODUCT_01298,home_utilities,1150.0,31.0,29.0,31.0
1299,PRODUCT_01299,sports_leisure,1900.0,38.0,25.0,26.0
1300,PRODUCT_01300,home_utilities,1500.0,50.0,16.0,30.0
1301,PRODUCT_01301,garden_tools,5650.0,30.0,25.0,45.0
1302,PRODUCT_01302,home_utilities,26200.0,38.0,33.0,28.0
1303,PRODUCT_01303,health_beauty,440.0,19.0,15.0,14.0
1304,PRODUCT_01304,home_utilities,500.0,16.0,15.0,15.0
1305,PRODUCT_01305,Unknown,3600.0,39.0,10.0,35.0
1306,PRODUCT_01306,home_utilities,9650.0,22.0,52.0,42.0
1307,PRODUCT_01307,home_utilities,950.0,53.0,5.0,13.0
1308,PRODUCT_01308,garden_tools,25000.0,40.0,40.0,40.0
1309,PRODUCT_01309,garden_tools,125.0,18.0,18.0,18.0
1310,PRODUCT_01310,bed_bath_table,1150.0,22.0,4.0,28.0
1311,PRODUCT_01311,baby,9400.0,75.0,15.0,50.0
1312,PRODUCT_01312,sports_leisure,400.0,70.0,10.0,20.0
1313,PRODUCT_01313,sports_leisure,250.0,22.0,6.0,15.0
1314,PRODUCT_01314,watches_gifts,300.0,16.0,2.0,20.0
1315,PRODUCT_01315,toys,390.0,33.0,9.0,18.0
1316,PRODUCT_01316,luggage_accessories,1050.0,30.0,15.0,15.0
1317,PRODUCT_01317,bed_bath_table,1200.0,33.0,18.0,26.0
1318,PRODUCT_01318,toys,300.0,16.0,5.0,16.0
1319,PRODUCT_01319,construction_tools_construction,30000.0,100.0,50.0,50.0
1320,PRODUCT_01320,home_utilities,1200.0,50.0,10.0,15.0
1321,PRODUCT_01321,stationery,500.0,28.0,12.0,21.0
1322,PRODUCT_01322,stationery,500.0,16.0,11.0,11.0
1323,PRODUCT_01323,health_beauty,500.0,20.0,10.0,20.0
1324,PRODUCT_01324,health_beauty,200.0,21.0,8.0,11.0
1325,PRODUCT_01325,stationery,200.0,16.0,7.0,27.0
1326,PRODUCT_01326,bed_bath_table,2900.0,42.0,11.0,36.0
1327,PRODUCT_01327,toys,250.0,20.0,15.0,20.0
1328,PRODUCT_01328,Unknown,17100.0,42.0,80.0,30.0
1329,PRODUCT_01329,furniture_decor,700.0,32.0,4.0,23.0
1330,PRODUCT_01330,electronics,250.0,20.0,20.0,20.0
1331,PRODUCT_01331,sports_leisure,300.0,20.0,17.0,17.0
1332,PRODUCT_01332,fashion_bags_accessories,150.0,16.0,5.0,11.0
1333,PRODUCT_01333,bed_bath_table,2350.0,28.0,10.0,28.0
1334,PRODUCT_01334,home_utilities,100.0,17.0,28.0,11.0
1335,PRODUCT_01335,sports_leisure,400.0,29.0,20.0,37.0
1336,PRODUCT_01336,perfumery,500.0,16.0,17.0,15.0
1337,PRODUCT_01337,fashion_childrens_clothes,300.0,30.0,20.0,20.0
1338,PRODUCT_01338,automotive,200.0,20.0,6.0,17.0
1339,PRODUCT_01339,fashion_bags_accessories,100.0,16.0,5.0,16.0
1340,PRODUCT_01340,technical_books,950.0,29.0,3.0,21.0
1341,PRODUCT_01341,stationery,200.0,16.0,7.0,27.0
1342,PRODUCT_01342,baby,8300.0,20.0,30.0,82.0
1343,PRODUCT_01343,toys,1200.0,17.0,21.0,37.0
1344,PRODUCT_01344,office_furniture,8638.0,51.0,62.0,26.0
1345,PRODUCT_01345,pcs,2400.0,16.0,31.0,39.0
1346,PRODUCT_01346,sports_leisure,3450.0,16.0,105.0,55.0
1347,PRODUCT_01347,health_beauty,452.0,25.0,11.0,15.0
1348,PRODUCT_01348,computers_accessories,1000.0,28.0,15.0,15.0
1349,PRODUCT_01349,fashion_bags_accessories,120.0,17.0,9.0,17.0
1350,PRODUCT_01350,bed_bath_table,1200.0,28.0,14.0,16.0
1351,PRODUCT_01351,toys,4800.0,60.0,20.0,47.0
1352,PRODUCT_01352,health_beauty,1450.0,35.0,15.0,20.0
1353,PRODUCT_01353,automotive,13300.0,62.0,62.0,21.0
1354,PRODUCT_01354,home_construction,450.0,16.0,20.0,16.0
1355,PRODUCT_01355,bed_bath_table,2150.0,47.0,9.0,38.0
1356,PRODUCT_01356,fashion_bags_accessories,250.0,18.0,9.0,11.0
1357,PRODUCT_01357,home_utilities,450.0,20.0,10.0,20.0
1358,PRODUCT_01358,fashion_bags_accessories,150.0,16.0,9.0,11.0
1359,PRODUCT_01359,furniture_decor,850.0,69.0,11.0,11.0
1360,PRODUCT_01360,electronics,400.0,18.0,8.0,11.0
1361,PRODUCT_01361,health_beauty,30000.0,67.0,64.0,61.0
1362,PRODUCT_01362,sports_leisure,200.0,35.0,15.0,15.0
1363,PRODUCT_01363,watches_gifts,120.0,17.0,12.0,13.0
1364,PRODUCT_01364,health_beauty,350.0,19.0,12.0,13.0
1365,PRODUCT_01365,consoles_games,200.0,25.0,20.0,15.0
1366,PRODUCT_01366,toys,300.0,17.0,10.0,12.0
1367,PRODUCT_01367,perfumery,150.0,16.0,8.0,11.0
1368,PRODUCT_01368,automotive,1975.0,42.0,28.0,31.0
1369,PRODUCT_01369,garden_tools,1450.0,26.0,15.0,23.0
1370,PRODUCT_01370,telephony,150.0,17.0,8.0,11.0
1371,PRODUCT_01371,furniture_decor,5700.0,40.0,30.0,40.0
1372,PRODUCT_01372,telephony,150.0,21.0,7.0,14.0
1373,PRODUCT_01373,fashion_bags_accessories,500.0,30.0,26.0,22.0
1374,PRODUCT_01374,stationery,1000.0,36.0,6.0,29.0
1375,PRODUCT_01375,Unknown,7000.0,55.0,30.0,45.0
1376,PRODUCT_01376,bed_bath_table,1600.0,40.0,5.0,30.0
1377,PRODUCT_01377,sports_leisure,650.0,16.0,2.0,11.0
1378,PRODUCT_01378,Unknown,3550.0,40.0,10.0,40.0
1379,PRODUCT_01379,home_appliances,300.0,40.0,25.0,25.0
1380,PRODUCT_01380,fashion_bags_accessories,150.0,21.0,9.0,14.0
1381,PRODUCT_01381,home_utilities,500.0,24.0,20.0,23.0
1382,PRODUCT_01382,toys,700.0,35.0,7.0,35.0
1383,PRODUCT_01383,toys,1400.0,30.0,22.0,22.0
1384,PRODUCT_01384,sports_leisure,200.0,18.0,8.0,14.0
1385,PRODUCT_01385,toys,400.0,23.0,20.0,20.0
1386,PRODUCT_01386,bed_bath_table,350.0,40.0,4.0,30.0
1387,PRODUCT_01387,furniture_decor,400.0,50.0,3.0,25.0
1388,PRODUCT_01388,perfumery,550.0,19.0,13.0,18.0
1389,PRODUCT_01389,home_appliances,700.0,20.0,6.0,11.0
1390,PRODUCT_01390,watches_gifts,250.0,16.0,2.0,11.0
1391,PRODUCT_01391,automotive,25100.0,64.0,64.0,49.0
1392,PRODUCT_01392,office_furniture,14550.0,56.0,60.0,36.0
1393,PRODUCT_01393,bed_bath_table,4200.0,53.0,20.0,34.0
1394,PRODUCT_01394,bed_bath_table,1150.0,32.0,17.0,22.0
1395,PRODUCT_01395,home_utilities,600.0,26.0,11.0,11.0
1396,PRODUCT_01396,automotive,3650.0,56.0,6.0,76.0
1397,PRODUCT_01397,cool_stuff,1600.0,42.0,25.0,15.0
1398,PRODUCT_01398,computers_accessories,3950.0,20.0,10.0,20.0
1399,PRODUCT_01399,bed_bath_table,2550.0,42.0,16.0,36.0
1400,PRODUCT_01400,bed_bath_table,950.0,36.0,6.0,27.0
1401,PRODUCT_01401,home_utilities,8850.0,56.0,30.0,34.0
1402,PRODUCT_01402,health_beauty,300.0,28.0,7.0,21.0
1403,PRODUCT_01403,sports_leisure,750.0,25.0,7.0,25.0
1404,PRODUCT_01404,pet_shop,140.0,19.0,12.0,15.0
1405,PRODUCT_01405,stationery,1450.0,20.0,35.0,29.0
1406,PRODUCT_01406,computers_accessories,300.0,27.0,5.0,20.0
1407,PRODUCT_01407,cool_stuff,2000.0,35.0,44.0,19.0
1408,PRODUCT_01408,sports_leisure,145.0,22.0,18.0,14.0
1409,PRODUCT_01409,baby,417.0,19.0,13.0,13.0
1410,PRODUCT_01410,home_utilities,600.0,32.0,13.0,24.0
1411,PRODUCT_01411,toys,281.0,16.0,12.0,14.0
1412,PRODUCT_01412,health_beauty,1700.0,36.0,10.0,36.0
1413,PRODUCT_01413,sports_leisure,225.0,22.0,26.0,13.0
1414,PRODUCT_01414,marketplace,250.0,18.0,8.0,18.0
1415,PRODUCT_01415,air_conditioning,2700.0,32.0,32.0,16.0
1416,PRODUCT_01416,watches_gifts,900.0,20.0,20.0,20.0
1417,PRODUCT_01417,watches_gifts,1183.0,23.0,5.0,26.0
1418,PRODUCT_01418,bed_bath_table,1350.0,45.0,15.0,35.0
1419,PRODUCT_01419,construction_tools_garden,100.0,16.0,2.0,11.0
1420,PRODUCT_01420,sports_leisure,1300.0,20.0,20.0,20.0
1421,PRODUCT_01421,garden_tools,2850.0,22.0,15.0,14.0
1422,PRODUCT_01422,fashion_shoes,300.0,29.0,7.0,16.0
1423,PRODUCT_01423,living_room_furniture,3500.0,100.0,5.0,23.0
1424,PRODUCT_01424,blu_ray_dvds,200.0,20.0,2.0,14.0
1425,PRODUCT_01425,musical_instruments,5650.0,50.0,15.0,45.0
1426,PRODUCT_01426,telephony,50.0,19.0,3.0,11.0
1427,PRODUCT_01427,air_conditioning,16550.0,27.0,36.0,54.0
1428,PRODUCT_01428,automotive,1100.0,63.0,9.0,33.0
1429,PRODUCT_01429,perfumery,400.0,27.0,5.0,20.0
1430,PRODUCT_01430,Unknown,500.0,35.0,25.0,35.0
1431,PRODUCT_01431,computers_accessories,150.0,19.0,5.0,13.0
1432,PRODUCT_01432,telephony,150.0,19.0,4.0,11.0
1433,PRODUCT_01433,arts,15400.0,100.0,4.0,60.0
1434,PRODUCT_01434,perfumery,610.0,22.0,14.0,16.0
1435,PRODUCT_01435,pet_shop,900.0,30.0,30.0,30.0
1436,PRODUCT_01436,health_beauty,215.0,22.0,6.0,15.0
1437,PRODUCT_01437,telephony,100.0,19.0,3.0,11.0
1438,PRODUCT_01438,sports_leisure,300.0,22.0,18.0,18.0
1439,PRODUCT_01439,home_utilities,350.0,33.0,4.0,20.0
