,Seller_id,Seller_zipcode_prefix,Seller_city,Seller_state
634,SELLER_0634,7135,guarulhos,SP
635,SELLER_0635,2562,sao paulo,SP
636,SELLER_0636,84920,japira,PR
637,SELLER_0637,20751,rio de janeiro,RJ
638,SELLER_0638,70610,brasilia,DF
639,SELLER_0639,9190,santo andre,SP
640,SELLER_0640,85851,foz do iguacu,PR
641,SELLER_0641,12080,taubate,SP
642,SELLER_0642,9780,sao bernardo do campo,SP
643,SELLER_0643,13483,limeira,SP
644,SELLER_0644,13180,sumare,SP
645,SELLER_0645,2215,sao paulo,SP
646,SELLER_0646,8583,itaquaquecetuba,SP
647,SELLER_0647,28633,nova friburgo,RJ
648,SELLER_0648,4438,sao paulo,SP
649,SELLER_0649,3521,sao paulo,SP
650,SELLER_0650,30120,belo horizonte,MG
651,SELLER_0651,37975,itau de minas,MG
652,SELLER_0652,3654,sao paulo,SP
653,SELLER_0653,36050,juiz de fora,MG
654,SELLER_0654,88085,florianopolis,SC
655,SELLER_0655,5171,sao paulo,SP
656,SELLER_0656,16200,birigui,SP
657,SELLER_0657,35540,oliveira,MG
658,SELLER_0658,34710,sabara,MG
659,SELLER_0659,19865,pedrinhas paulista,SP
660,SELLER_0660,9810,sao bernardo do campo,SP
661,SELLER_0661,31510,belo horizonte,MG
662,SELLER_0662,2515,sao paulo,SP
663,SELLER_0663,15500,votuporanga,SP
664,SELLER_0664,19025,presidente prudente,SP
665,SELLER_0665,13825,holambra,SP
666,SELLER_0666,8752,mogi das cruzes,SP
667,SELLER_0667,88901,ararangua,SC
668,SELLER_0668,83324,pinhais,PR
669,SELLER_0669,2117,sao paulo,SP
670,SELLER_0670,9540,sao caetano do sul,SP
671,SELLER_0671,4361,sao paulo,SP
672,SELLER_0672,3306,sao paulo,SP
673,SELLER_0673,86047,londrina,PR
674,SELLER_0674,4213,sao paulo,SP
675,SELLER_0675,14092,ribeirao preto,SP
676,SELLER_0676,14026,ribeirao preto,SP
677,SELLER_0677,16200,birigui,SP
678,SELLER_0678,1254,sao paulo,SP
679,SELLER_0679,74435,goiania,GO
680,SELLER_0680,1026,sao paulo,SP
681,SELLER_0681,26020,nova iguacu,RJ
682,SELLER_0682,7140,guarulhos,SP
683,SELLER_0683,90560,porto alegre,RS
684,SELLER_0684,3307,sao paulo,SP
685,SELLER_0685,2804,sao paulo,SP
686,SELLER_0686,13480,limeira,SP
687,SELLER_0687,22790,rio de janeiro,RJ
688,SELLER_0688,85948,pato bragado,PR
689,SELLER_0689,99500,carazinho,RS
690,SELLER_0690,38680,arinos,MG
691,SELLER_0691,13520,sao pedro,SP
692,SELLER_0692,88504,lages,SC
693,SELLER_0693,4122,sao paulo,SP
694,SELLER_0694,9320,maua,SP
695,SELLER_0695,13660,porto ferreira,SP
696,SELLER_0696,6365,carapicuiba,SP
697,SELLER_0697,85640,ampere,PR
698,SELLER_0698,35500,divinopolis,MG
699,SELLER_0699,30180,belo horizonte,MG
700,SELLER_0700,83010,sao jose dos pinhais,PR
701,SELLER_0701,1026,sao paulo,SP
702,SELLER_0702,35680,itauna,MG
703,SELLER_0703,11443,guaruja,SP
704,SELLER_0704,3065,sao paulo,SP
705,SELLER_0705,88063,florianopolis,SC
706,SELLER_0706,3533,sao paulo,SP
707,SELLER_0707,91901,porto alegre,RS
708,SELLER_0708,13800,mogi mirim,SP
709,SELLER_0709,89224,joinville,SC
710,SELLER_0710,89520,curitibanos,SC
711,SELLER_0711,71906,brasilia df,DF
712,SELLER_0712,37410,tres coracoes,MG
713,SELLER_0713,5849,sao paulo,SP
714,SELLER_0714,60346,fortaleza,CE
715,SELLER_0715,1403,sao paulo,SP
716,SELLER_0716,2727,sao paulo,SP
717,SELLER_0717,8710,mogi das cruses,SP
718,SELLER_0718,4256,sao paulo,SP
719,SELLER_0719,13088,campinas,SP
720,SELLER_0720,4160,sao paulo,SP
721,SELLER_0721,30310,belo horizonte,MG
722,SELLER_0722,87025,maringa,PR
723,SELLER_0723,20771,rio de janeiro,RJ
724,SELLER_0724,12940,atibaia,SP
725,SELLER_0725,85900,toledo,PR
726,SELLER_0726,82940,curitiba,PR
727,SELLER_0727,35162,ipatinga,MG
728,SELLER_0728,95059,caxias do sul,RS
729,SELLER_0729,88790,laguna,SP
730,SELLER_0730,13920,pedreira,SP
731,SELLER_0731,2407,sao paulo,SP
732,SELLER_0732,13041,campinas,SP
733,SELLER_0733,12942,atibaia,SP
734,SELLER_0734,36071,juiz de fora,MG
735,SELLER_0735,1310,sao paulo,SP
736,SELLER_0736,36213,dores de campos,MG
737,SELLER_0737,5353,sao paulo - sp,SP
738,SELLER_0738,2532,sao paulo,SP
739,SELLER_0739,9560,sao caetano do sul,SP
740,SELLER_0740,13603,araras,SP
741,SELLER_0741,5138,sao paulo,SP
742,SELLER_0742,7071,guarulhos,SP
743,SELLER_0743,9111,santo andre,SP
744,SELLER_0744,18040,sorocaba,SP
745,SELLER_0745,13085,campinas,SP
746,SELLER_0746,17350,igaracu do tiete,SP
747,SELLER_0747,13473,americana,SP
748,SELLER_0748,88353,brusque,SC
749,SELLER_0749,88350,brusque,SC
750,SELLER_0750,9510,sao caetano do sul,SP
751,SELLER_0751,38412,uberlandia,MG
752,SELLER_0752,14750,pitangueiras,SP
753,SELLER_0753,30120,belo horizonte,MG
754,SELLER_0754,22451,rio de janeiro,RJ
755,SELLER_0755,4317,sao paulo,SP
756,SELLER_0756,1001,sao paulo,SP
757,SELLER_0757,5705,sao paulo,SP
758,SELLER_0758,81650,curitiba,PR
759,SELLER_0759,7160,guarulhos,SP
760,SELLER_0760,18085,sorocaba,SP
761,SELLER_0761,81020,curitiba,PR
762,SELLER_0762,79090,campo grande,MS
763,SELLER_0763,1226,sao paulo,SP
764,SELLER_0764,3303,sao paulo,SP
765,SELLER_0765,3567,sao paulo,SP
766,SELLER_0766,9270,santo andre,SP
767,SELLER_0767,17400,garca,SP
768,SELLER_0768,19470,presidente epitacio,SP
769,SELLER_0769,91510,porto alegre,RS
770,SELLER_0770,14940,ibitinga,SP
771,SELLER_0771,3613,sao paulo,SP
772,SELLER_0772,31255,belo horizonte,MG
773,SELLER_0773,14940,ibitinga,SP
774,SELLER_0774,74340,goiania,GO
775,SELLER_0775,2124,sao paulo,SP
776,SELLER_0776,14910,tabatinga,SP
777,SELLER_0777,9726,sbc/sp,SP
778,SELLER_0778,85904,toledo,PR
779,SELLER_0779,81730,curitiba,PR
780,SELLER_0780,45816,arraial d'ajuda (porto seguro),BA
781,SELLER_0781,13481,limeira,SP
782,SELLER_0782,61800,pacatuba,CE
783,SELLER_0783,13930,serra negra,SP
784,SELLER_0784,4087,sao paulo,SP
785,SELLER_0785,23095,rio de janeiro,RJ
786,SELLER_0786,73801,formosa,GO
787,SELLER_0787,7023,guarulhos,SP
788,SELLER_0788,3167,sao paulo,SP
789,SELLER_0789,4833,sao paulo,SP
790,SELLER_0790,24346,niteroi,RJ
791,SELLER_0791,37564,borda da mata,MG
792,SELLER_0792,81825,curitiba,PR
793,SELLER_0793,11680,ubatuba,SP
794,SELLER_0794,85988,entre rios do oeste,PR
795,SELLER_0795,13566,sao carlos,SP
796,SELLER_0796,37540,sao paulo,SP
797,SELLER_0797,15813,catanduva,SP
798,SELLER_0798,11013,santos,SP
799,SELLER_0799,20751,rio de janeiro,RJ
800,SELLER_0800,6768,taboao da serra,SP
801,SELLER_0801,3550,sao paulo,SP
802,SELLER_0802,35570,formiga,MG
803,SELLER_0803,1139,sao paulo,SP
804,SELLER_0804,11075,santos,SP
805,SELLER_0805,95012,caxias do sul,RS
806,SELLER_0806,27930,macae,RJ
807,SELLER_0807,42738,lauro de freitas,BA
808,SELLER_0808,31230,belo horizonte,MG
809,SELLER_0809,95900,lajeado,RS
810,SELLER_0810,85804,cascavel,PR
811,SELLER_0811,95800,venancio aires,RS
812,SELLER_0812,79107,campo grande,MS
813,SELLER_0813,15041,sao jose do rio preto,SP
814,SELLER_0814,88370,navegantes,SC
815,SELLER_0815,30130,belo horizonte,MG
816,SELLER_0816,9633,sao bernardo do campo,SP
817,SELLER_0817,2220,sao paulo,SP
818,SELLER_0818,11070,santos,SP
819,SELLER_0819,13481,limeira,SP
820,SELLER_0820,6513,santana de parnaiba,SP
821,SELLER_0821,81050,curitiba,PR
822,SELLER_0822,12701,cruzeiro,SP
823,SELLER_0823,14940,ibitinga,SP
824,SELLER_0824,9920,diadema,SP
825,SELLER_0825,5041,sao paulo,SP
826,SELLER_0826,87050,maringa,PR
827,SELLER_0827,71200,brasilia,DF
828,SELLER_0828,18047,sorocaba,SP
829,SELLER_0829,15085,sao jose do rio preto,SP
830,SELLER_0830,15130,mirassol,SP
831,SELLER_0831,36886,muriae,MG
832,SELLER_0832,1311,sao paulo,SP
833,SELLER_0833,2510,sao paulo,SP
834,SELLER_0834,92420,canoas,RS
835,SELLER_0835,22745,rio de janeiro,RJ
836,SELLER_0836,9810,sao bernardo do campo,SP
837,SELLER_0837,15076,sao jose do rio preto,SP
838,SELLER_0838,27274,volta redonda,RJ
839,SELLER_0839,7170,guarulhos,SP
840,SELLER_0840,4144,sao paulo,SP
841,SELLER_0841,5319,sao paulo,SP
842,SELLER_0842,4827,sao paulo,SP
843,SELLER_0843,9230,santo andre/sao paulo,SP
844,SELLER_0844,95240,ipe,RS
845,SELLER_0845,1230,sao paulo,SP
846,SELLER_0846,25750,petropolis,RJ
847,SELLER_0847,1224,sao paulo,SP
848,SELLER_0848,13082,campinas,SP
849,SELLER_0849,2751,sao paulo,SP
850,SELLER_0850,81540,curitiba,PR
851,SELLER_0851,13660,porto ferreira,SP
852,SELLER_0852,31130,belo horizonte,MG
853,SELLER_0853,91150,porto alegre,RS
854,SELLER_0854,72125,brasilia,DF
855,SELLER_0855,14050,ribeirao preto,SP
856,SELLER_0856,18608,botucatu,SP
857,SELLER_0857,81320,curitiba,PR
858,SELLER_0858,8220,sao paulo,SP
859,SELLER_0859,29260,domingos martins,ES
860,SELLER_0860,13030,campinas,SP
861,SELLER_0861,3644,sao paulo,SP
862,SELLER_0862,38010,uberaba,MG
863,SELLER_0863,19027,presidente prudente,SP
864,SELLER_0864,1031,sao paulo,SP
865,SELLER_0865,3282,sao paulo,SP
866,SELLER_0866,35170,coronel fabriciano,MG
867,SELLER_0867,3390,sao paulo,SP
868,SELLER_0868,94930,cachoeirinha,RS
869,SELLER_0869,5311,sao paulo,SP
870,SELLER_0870,14940,ibitinga,SP
871,SELLER_0871,3333,sao paulo,SP
872,SELLER_0872,9320,maua,SP
873,SELLER_0873,9820,sao bernardo do campo,SP
874,SELLER_0874,15014,s jose do rio preto,SP
875,SELLER_0875,14092,ribeirao preto,SP
876,SELLER_0876,19820,taruma,SP
877,SELLER_0877,4088,sao paulo,SP
878,SELLER_0878,7043,guarulhos,SP
879,SELLER_0879,38414,uberlandia,MG
880,SELLER_0880,13481,limeira,SP
881,SELLER_0881,4160,sao paulo,SP
882,SELLER_0882,4693,sao paulo,SP
883,SELLER_0883,3060,sao paulo,SP
884,SELLER_0884,2116,sao paulo,SP
885,SELLER_0885,8280,sao paulo,SP
886,SELLER_0886,18015,sorocaba,SP
887,SELLER_0887,18015,sorocaba,SP
888,SELLER_0888,4567,sao paulo,SP
889,SELLER_0889,31844,belo horizonte,MG
890,SELLER_0890,14020,ribeirao preto,SP
891,SELLER_0891,13030,campinas,SP
892,SELLER_0892,7402,aruja,SP
893,SELLER_0893,74223,goiania,GO
894,SELLER_0894,13575,sao carlos,SP
895,SELLER_0895,1156,sao paulo,SP
896,SELLER_0896,3363,sp / sp,SP
897,SELLER_0897,85802,cascavel,PR
898,SELLER_0898,2258,sao paulo,SP
899,SELLER_0899,30310,belo horizonte,MG
900,SELLER_0900,23954,angra dos reis,RJ
901,SELLER_0901,23050,rio de janeiro,RJ
902,SELLER_0902,87015,maringa,PR
903,SELLER_0903,8673,suzano,SP
904,SELLER_0904,9850,sao bernardo do campo,SP
905,SELLER_0905,3370,sao paulo,SP
906,SELLER_0906,35501,divinopolis,MG
907,SELLER_0907,89170,laurentino,SC
908,SELLER_0908,6717,cotia,SP
909,SELLER_0909,3372,sao paulo,SP
910,SELLER_0910,1319,sao paulo,SP
911,SELLER_0911,95270,flores da cunha,RS
912,SELLER_0912,88780,imbituba,SC
913,SELLER_0913,89256,jaragua do sul,SC
914,SELLER_0914,86035,londrina,PR
915,SELLER_0915,95780,montenegro,RS
916,SELLER_0916,20051,rio de janeiro,RJ
917,SELLER_0917,3382,sao paulo,SP
918,SELLER_0918,81200,curitiba,PR
919,SELLER_0919,3673,sao paulo,SP
920,SELLER_0920,86802,apucarana,PR
921,SELLER_0921,2189,sao paulo,SP
922,SELLER_0922,3077,sao paulo,SP
923,SELLER_0923,6036,osasco,SP
924,SELLER_0924,5030,sao paulo,SP
925,SELLER_0925,5634,sao paulo,SP
926,SELLER_0926,41820,salvador,BA
927,SELLER_0927,3059,sao paulo,SP
928,SELLER_0928,13660,porto ferreira,SP
929,SELLER_0929,14470,pedregulho,SP
930,SELLER_0930,93542,novo hamburgo,RS
931,SELLER_0931,30111,belo horizonte,MG
932,SELLER_0932,13930,serra negra,SP
933,SELLER_0933,8730,mogi das cruzes,SP
934,SELLER_0934,95560,torres,RS
935,SELLER_0935,49055,aracaju,SE
936,SELLER_0936,13484,limeira,SP
937,SELLER_0937,88135,santa catarina,SC
938,SELLER_0938,81930,curitiba,PR
939,SELLER_0939,95076,caxias do sul,RS
940,SELLER_0940,8111,sao paulo,SP
941,SELLER_0941,89254,jaragua do sul,SC
942,SELLER_0942,3331,sao paulo,SP
943,SELLER_0943,80060,curitiba,PR
944,SELLER_0944,38770,joao pinheiro,MG
945,SELLER_0945,9271,santo andre,SP
946,SELLER_0946,86706,arapongas,PR
947,SELLER_0947,15115,bady bassitt,SP
948,SELLER_0948,89053,blumenau,SC
949,SELLER_0949,3632,sao paulo,SP
950,SELLER_0950,78552,sinop,MT
951,SELLER_0951,3804,sao paulo,SP
952,SELLER_0952,13330,indaiatuba,SP
953,SELLER_0953,17510,marilia,SP
954,SELLER_0954,85065,guarapuava,PR
955,SELLER_0955,83707,araucaria,PR
956,SELLER_0956,92030,canoas,RS
957,SELLER_0957,18683,lencois paulista,SP
958,SELLER_0958,95110,caxias do sul,RS
959,SELLER_0959,36015,juiz de fora,MG
960,SELLER_0960,12020,taubate,SP
961,SELLER_0961,2992,sao paulo,SP
962,SELLER_0962,88115,sao jose,SC
963,SELLER_0963,29090,vitoria,ES
964,SELLER_0964,3225,sao paulo,SP
965,SELLER_0965,14300,batatais,SP
966,SELLER_0966,95082,caxias do sul,RS
967,SELLER_0967,33400,lagoa santa,MG
968,SELLER_0968,9911,sao paulo,SP
969,SELLER_0969,4711,sao paulo,SP
970,SELLER_0970,89801,chapeco,SC
971,SELLER_0971,85801,cascavel,PR
972,SELLER_0972,40285,salvador,BA
973,SELLER_0973,20520,rio de janeiro,RJ
974,SELLER_0974,11701,praia grande,SP
975,SELLER_0975,80710,curitiba,PR
976,SELLER_0976,5051,sao paulo,SP
977,SELLER_0977,8840,mogi das cruzes,SP
978,SELLER_0978,87502,umuarama,PR
979,SELLER_0979,83709,araucaria,PR
980,SELLER_0980,8225,sao paulo,SP
981,SELLER_0981,31110,belo horizonte,MG
982,SELLER_0982,6460,barueri,SP
983,SELLER_0983,9220,santo andre,SP
984,SELLER_0984,4602,sao paulo,SP
985,SELLER_0985,88359,brusque,SC
986,SELLER_0986,4781,sao paulo,SP
987,SELLER_0987,95055,caxias do sul,SP
988,SELLER_0988,87083,maringa,PR
989,SELLER_0989,18040,sorocaba,SP
990,SELLER_0990,3244,sao paulo,SP
991,SELLER_0991,16200,birigui,SP
992,SELLER_0992,5782,sao paulo,SP
993,SELLER_0993,26112,belford roxo,RJ
994,SELLER_0994,29156,cariacica,ES
995,SELLER_0995,13272,valinhos,SP
996,SELLER_0996,13101,campinas,SP
997,SELLER_0997,13043,campinas,SP
998,SELLER_0998,4111,sao paulo,SP
999,SELLER_0999,3087,sao paulo,SP
1000,SELLER_1000,9370,maua,SP
1001,SELLER_1001,12903,sp,SP
1002,SELLER_1002,35590,lagoa da prata,MG
1003,SELLER_1003,95690,rolante,RS
1004,SELLER_1004,4216,sao paulo,SP
1005,SELLER_1005,4119,sao paulo,SP
1006,SELLER_1006,2755,sao paulo,SP
1007,SELLER_1007,3057,sao paulo,SP
1008,SELLER_1008,9570,sao caetano do sul,SP
1009,SELLER_1009,9070,santo andre,SP
1010,SELLER_1010,25963,teresopolis,RJ
1011,SELLER_1011,13604,araras,SP
1012,SELLER_1012,18480,itaporanga,SP
1013,SELLER_1013,13330,indaiatuba,SP
1014,SELLER_1014,9810,sao bernardo do campo,SP
1015,SELLER_1015,9010,santo andre,SP
1016,SELLER_1016,37564,borda da mata,MG
1017,SELLER_1017,13015,campinas,SP
1018,SELLER_1018,3513,sao paulo,SP
1019,SELLER_1019,7113,guarulhos,SP
1020,SELLER_1020,14406,franca,SP
1021,SELLER_1021,18680,lencois paulista,SP
1022,SELLER_1022,4308,sao paulo,SP
1023,SELLER_1023,14940,ibitinga,SP
1024,SELLER_1024,89218,joinville,SC
1025,SELLER_1025,81350,curitiba,PR
1026,SELLER_1026,11704,praia grande,SP
1027,SELLER_1027,7122,guarulhos,SP
1028,SELLER_1028,22785,rio de janeiro,RJ
1029,SELLER_1029,7094,guarulhos,SP
1030,SELLER_1030,8215,sao paulo,SP
1031,SELLER_1031,13561,sao carlos,SP
1032,SELLER_1032,5319,sao paulo,SP
1033,SELLER_1033,30710,belo horizonte,MG
1034,SELLER_1034,83605,campo largo,PR
1035,SELLER_1035,18131,sao roque,SP
1036,SELLER_1036,14804,araraquara,SP
1037,SELLER_1037,2274,sao paulo,SP
1038,SELLER_1038,25550,sao joao de meriti,RJ
1039,SELLER_1039,9380,maua/sao paulo,SP
1040,SELLER_1040,6501,santana de parnaiba,SP
1041,SELLER_1041,4880,sao paulo,SP
1042,SELLER_1042,12955,bom jesus dos perdoes,SP
1043,SELLER_1043,4296,sao paulo,SP
1044,SELLER_1044,5639,sao paulo,SP
1045,SELLER_1045,2047,sao paulo,SP
1046,SELLER_1046,83820,fazenda rio grande,PR
1047,SELLER_1047,4186,sao paulo,SP
1048,SELLER_1048,5059,sao paulo,SP
1049,SELLER_1049,5588,sao paulo,SP
1050,SELLER_1050,9291,santo andre,SP
1051,SELLER_1051,17380,brotas,SP
1052,SELLER_1052,2376,sao paulo,SP
1053,SELLER_1053,9111,santo andre,SP
1054,SELLER_1054,8411,sao paulo,SP
1055,SELLER_1055,2034,sao paulo,SP
1056,SELLER_1056,14940,ibitinga,SP
1057,SELLER_1057,44900,irece,BA
1058,SELLER_1058,79400,coxim,MS
1059,SELLER_1059,8577,itaquaquecetuba,SP
1060,SELLER_1060,14940,ibitinga,SP
1061,SELLER_1061,3184,sao paulo,SP
1062,SELLER_1062,17210,jau,SP
1063,SELLER_1063,29102,vila velha,ES
1064,SELLER_1064,83322,pinhais,PR
1065,SELLER_1065,88704,tubarao,SC
1066,SELLER_1066,8320,sao paulo,SP
1067,SELLER_1067,38442,araguari,MG
1068,SELLER_1068,3548,sao paulo,SP
1069,SELLER_1069,86050,londrina,PR
1070,SELLER_1070,5528,sao paulo,SP
1071,SELLER_1071,6341,carapicuiba,SP
1072,SELLER_1072,6714,cotia,SP
1073,SELLER_1073,86804,apucarana,PR
1074,SELLER_1074,13900,amparo,SP
1075,SELLER_1075,92120,canoas,RS
1076,SELLER_1076,89900,sao miguel do oeste,SC
1077,SELLER_1077,28630,nova friburgo,RJ
1078,SELLER_1078,36500,uba,MG
1079,SELLER_1079,89114,gaspar,SC
1080,SELLER_1080,28800,rio bonito,RJ
1081,SELLER_1081,7174,guarulhos,SP
1082,SELLER_1082,88501,lages,SC
1083,SELLER_1083,80420,curitiba,PR
1084,SELLER_1084,16300,penapolis,SP
1085,SELLER_1085,1023,sao paulo,SP
1086,SELLER_1086,6341,carapicuiba,SP
1087,SELLER_1087,4447,sao paulo,SP
1088,SELLER_1088,19814,assis,SP
1089,SELLER_1089,89170,laurentino,SC
1090,SELLER_1090,5503,sao paulo,SP
1091,SELLER_1091,37540,santa rita do sapucai,MG
1092,SELLER_1092,13202,jundiai,SP
1093,SELLER_1093,81110,curitiba,PR
1094,SELLER_1094,29304,cachoeiro de itapemirim,ES
1095,SELLER_1095,8150,sao paulo,SP
1096,SELLER_1096,86706,arapongas,PR
1097,SELLER_1097,31030,belo horizonte,MG
1098,SELLER_1098,20031,rio de janeiro,RJ
1099,SELLER_1099,5048,sao paulo,SP
1100,SELLER_1100,86975,mandaguari,PR
1101,SELLER_1101,81070,curitiba,PR
1102,SELLER_1102,37074,varginha,MG
1103,SELLER_1103,6795,taboao da serra,SP
1104,SELLER_1104,36500,uba,MG
1105,SELLER_1105,81560,curitiba,SP
1106,SELLER_1106,13211,jundiai,SP
1107,SELLER_1107,5373,sao paulo,SP
1108,SELLER_1108,12226,sao jose dos campos,SP
1109,SELLER_1109,15015,sao jose do rio preto,SP
1110,SELLER_1110,88020,florianopolis,SC
1111,SELLER_1111,12328,jacarei,SP
1112,SELLER_1112,13501,rio claro,SP
1113,SELLER_1113,14405,franca,SP
1114,SELLER_1114,14085,ribeirao preto,SP
1115,SELLER_1115,4776,sp,SP
1116,SELLER_1116,6730,vargem grande paulista,SP
1117,SELLER_1117,87050,maringa,PR
1118,SELLER_1118,30775,belo horizonte,MG
1119,SELLER_1119,37590,jacutinga,MG
1120,SELLER_1120,32372,contagem,MG
1121,SELLER_1121,6280,sao paulo,SP
1122,SELLER_1122,14403,franca,SP
1123,SELLER_1123,74323,goiania,GO
1124,SELLER_1124,13835,conchal,SP
1125,SELLER_1125,30140,belo horizonte,MG
1126,SELLER_1126,14940,ibitinga,SP
1127,SELLER_1127,3178,sao paulo,SP
1128,SELLER_1128,86192,cambe,PR
1129,SELLER_1129,29107,vila velha,ES
1130,SELLER_1130,20061,rio de janeiro,RJ
1131,SELLER_1131,90020,porto alegre,RS
1132,SELLER_1132,35680,itauna,MG
1133,SELLER_1133,94965,cachoeirinha,RS
1134,SELLER_1134,14940,ibitinga,SP
1135,SELLER_1135,17201,jau,SP
1136,SELLER_1136,2066,sao paulo,SP
1137,SELLER_1137,4283,sao paulo,SP
1138,SELLER_1138,81280,curitiba,PR
1139,SELLER_1139,73020,brasilia,DF
1140,SELLER_1140,86990,marialva,PR
1141,SELLER_1141,9230,santo andre,SP
1142,SELLER_1142,20930,rio de janeiro,RJ
1143,SELLER_1143,3827,sao paulo,SP
1144,SELLER_1144,18131,sao roque,SP
1145,SELLER_1145,37135,alfenas,MG
1146,SELLER_1146,88330,balneario camboriu,SC
1147,SELLER_1147,5269,sao paulo,SP
1148,SELLER_1148,13503,rio claro,SP
1149,SELLER_1149,9541,sao caetano do sul,SP
1150,SELLER_1150,12209,sao jose dos campos,SP
1151,SELLER_1151,35570,formiga,MG
1152,SELLER_1152,21635,rio de janeiro,RJ
1153,SELLER_1153,81130,curitiba,PR
1154,SELLER_1154,1123,sao paulo,SP
1155,SELLER_1155,88138,palhoca,SC
1156,SELLER_1156,9721,sao bernardo do capo,SP
1157,SELLER_1157,13480,limeira,SP
1158,SELLER_1158,18052,sorocaba,SP
1159,SELLER_1159,7031,guarulhos,SP
1160,SELLER_1160,22640,rio de janeiro,RJ
1161,SELLER_1161,4809,sao paulo,SP
1162,SELLER_1162,36576,vicosa,MG
1163,SELLER_1163,80420,curitiba,PR
1164,SELLER_1164,6018,osasco,SP
1165,SELLER_1165,37540,santa rita do sapucai,MG
1166,SELLER_1166,1541,sao paulo,SP
1167,SELLER_1167,22713,rio de janeiro,RJ
1168,SELLER_1168,14580,guara,SP
1169,SELLER_1169,88301,itajai,SP
1170,SELLER_1170,86061,londrina,PR
1171,SELLER_1171,9560,sao paulo,SP
1172,SELLER_1172,60710,fortaleza,CE
1173,SELLER_1173,8260,sao paulo,SP
1174,SELLER_1174,13505,rio claro,SP
1175,SELLER_1175,9020,santo andre,SP
1176,SELLER_1176,12940,atibaia,SP
1177,SELLER_1177,4794,sao paulo,SP
1178,SELLER_1178,4761,sao paulo,SP
1179,SELLER_1179,9416,ribeirao pires,SP
1180,SELLER_1180,29704,colatina,ES
1181,SELLER_1181,9750,sao bernardo do campo,SP
1182,SELLER_1182,85501,pato branco,PR
1183,SELLER_1183,7866,franco da rocha,SP
1184,SELLER_1184,13178,sumare,SP
1185,SELLER_1185,26562,mesquita,RJ
1186,SELLER_1186,3270,sao paulo,SP
1187,SELLER_1187,12246,sao jose dos campos,SP
1188,SELLER_1188,4307,sao paulo,SP
1189,SELLER_1189,37480,lambari,MG
1190,SELLER_1190,85853,foz do iguacu,PR
1191,SELLER_1191,4186,sao paulo,SP
1192,SELLER_1192,32677,betim,MG
1193,SELLER_1193,80215,curitiba,PR
1194,SELLER_1194,83830,fazenda rio grande,PR
1195,SELLER_1195,32110,contagem,MG
1196,SELLER_1196,9182,santo andre,SP
1197,SELLER_1197,18604,botucatu,SP
1198,SELLER_1198,3564,sao paulo,SP
1199,SELLER_1199,8021,sao paulo,SP
1200,SELLER_1200,3526,sao paulo,SP
1201,SELLER_1201,8717,mogi das cruzes / sp,SP
1202,SELLER_1202,14090,ribeirao preto,SP
1203,SELLER_1203,85900,toledo,PR
1204,SELLER_1204,88032,florianopolis,SC
1205,SELLER_1205,84020,ponta grossa,PR
1206,SELLER_1206,29300,cachoeiro de itapemirim,ES
1207,SELLER_1207,89650,treze tilias,SC
1208,SELLER_1208,18681,lencois paulista,SP
1209,SELLER_1209,13015,campinas,SP
1210,SELLER_1210,22050,rio de janeiro \rio de janeiro,RJ
1211,SELLER_1211,15015,sao jose do rio preto,SP
1212,SELLER_1212,88490,paulo lopes,SC
1213,SELLER_1213,3122,sao paulo,SP
1214,SELLER_1214,22793,rio de janeiro,RJ
1215,SELLER_1215,70235,brasilia,DF
1216,SELLER_1216,88350,brusque,SC
1217,SELLER_1217,88036,florianopolis,SC
1218,SELLER_1218,89540,santa cecilia,SC
1219,SELLER_1219,17026,bauru,SP
1220,SELLER_1220,15603,fernandopolis,SP
1221,SELLER_1221,13033,campinas,SP
1222,SELLER_1222,88750,braco do norte,SC
1223,SELLER_1223,4281,sao paulo,SP
1224,SELLER_1224,5571,sao paulo,SP
1225,SELLER_1225,87120,floresta,PR
1226,SELLER_1226,8080,sao paulo,SP
1227,SELLER_1227,35701,sete lagoas,MG
1228,SELLER_1228,95170,farroupilha,RS
1229,SELLER_1229,84178,castro,PR
1230,SELLER_1230,3275,sao paulo,SP
1231,SELLER_1231,72801,luziania,GO
1232,SELLER_1232,35930,joao monlevade,MG
1233,SELLER_1233,96020,pelotas,RS
1234,SELLER_1234,8790,mogi das cruzes,SP
1235,SELLER_1235,88050,florianopolis,SC
1236,SELLER_1236,58865,sao bento,PB
1237,SELLER_1237,12916,braganca paulista,SP
1238,SELLER_1238,91350,porto alegre,RS
1239,SELLER_1239,5685,sao paulo,SP
1240,SELLER_1240,89259,jaragua do sul,SC
1241,SELLER_1241,28035,campos dos goytacazes,RJ
1242,SELLER_1242,95013,caxias do sul,RS
1243,SELLER_1243,37570,ouro fino,MG
1244,SELLER_1244,83040,sao jose dos pinhas,PR
1245,SELLER_1245,27972,macae,RJ
1246,SELLER_1246,8710,mogi das cruzes,SP
1247,SELLER_1247,18530,tiete,SP
1248,SELLER_1248,4087,sao paulo,SP
1249,SELLER_1249,94410,viamao,RS
1250,SELLER_1250,39442,janauba,MG
1251,SELLER_1251,13360,capivari,SP
1252,SELLER_1252,5734,sao paulo,SP
1253,SELLER_1253,85875,santa terezinha de itaipu,PR
1254,SELLER_1254,4180,sao paulo,SP
1255,SELLER_1255,38400,uberlandia,MG
