,Unnamed: 0,Order_id,Order_item_id,Product_id,Seller_id,Price,Freight_value
919,919,ORDER_33606,1,PRODUCT_02576,SELLER_1801,52.99,15.12
920,920,ORDER_14919,1,PRODUCT_09736,SELLER_1791,31.9,16.79
921,921,ORDER_28716,1,PRODUCT_10875,SELLER_0556,39.99,16.95
922,922,ORDER_17489,1,PRODUCT_15228,SELLER_0719,16.99,15.11
923,923,ORDER_02132,1,PRODUCT_24341,SELLER_2455,12.77,7.78
924,924,ORDER_24072,1,PRODUCT_11960,SELLER_0140,180.0,22.34
925,925,ORDER_76851,1,PRODUCT_22496,SELLER_0414,45.9,31.95
926,926,ORDER_44162,1,PRODUCT_26323,SELLER_2099,79.0,13.57
927,927,ORDER_01968,1,PRODUCT_03738,SELLER_0440,46.4,16.11
928,928,ORDER_70220,1,PRODUCT_10495,SELLER_0248,74.9,16.96
929,929,ORDER_43047,1,PRODUCT_26863,SELLER_1055,169.0,16.89
930,930,ORDER_14757,1,PRODUCT_27985,SELLER_1678,79.9,17.76
931,931,ORDER_14757,2,PRODUCT_03229,SELLER_1678,99.9,25.05
932,932,ORDER_39841,1,PRODUCT_18249,SELLER_2111,18.99,15.65
933,933,ORDER_49803,1,PRODUCT_23026,SELLER_2075,119.9,15.57
934,934,ORDER_50431,1,PRODUCT_01207,SELLER_1685,35.99,19.59
935,935,ORDER_19137,1,PRODUCT_14434,SELLER_0418,379.0,29.99
936,936,ORDER_84738,1,PRODUCT_27883,SELLER_0216,169.9,69.9
937,937,ORDER_56805,1,PRODUCT_07080,SELLER_1678,184.9,16.4
938,938,ORDER_32974,1,PRODUCT_07409,SELLER_2115,38.99,8.72
939,939,ORDER_19612,1,PRODUCT_20319,SELLER_1111,173.9,16.85
940,940,ORDER_61261,1,PRODUCT_04009,SELLER_1413,41.9,16.79
941,941,ORDER_14074,1,PRODUCT_26572,SELLER_1117,25.9,16.79
942,942,ORDER_55237,1,PRODUCT_19114,SELLER_1706,109.9,15.52
943,943,ORDER_17752,1,PRODUCT_02845,SELLER_2007,18.9,7.78
944,944,ORDER_67375,1,PRODUCT_07372,SELLER_2445,149.0,23.84
945,945,ORDER_59064,1,PRODUCT_01625,SELLER_2696,257.13,14.14
946,946,ORDER_20464,1,PRODUCT_10008,SELLER_1359,139.99,14.37
947,947,ORDER_30931,1,PRODUCT_11427,SELLER_2541,104.9,12.07
948,948,ORDER_32412,1,PRODUCT_10050,SELLER_0150,49.9,17.63
949,949,ORDER_71619,1,PRODUCT_12582,SELLER_2295,49.8,16.79
950,950,ORDER_44087,1,PRODUCT_09840,SELLER_1518,139.0,40.48
951,951,ORDER_65075,1,PRODUCT_25432,SELLER_2691,59.0,11.91
952,952,ORDER_66332,1,PRODUCT_24469,SELLER_1821,49.9,15.1
953,953,ORDER_60018,1,PRODUCT_26515,SELLER_1134,59.9,18.3
954,954,ORDER_52107,1,PRODUCT_12522,SELLER_0417,53.9,14.47
955,955,ORDER_58105,1,PRODUCT_06280,SELLER_0770,60.5,11.86
956,956,ORDER_58105,2,PRODUCT_06280,SELLER_0770,60.5,11.86
957,957,ORDER_12341,1,PRODUCT_13914,SELLER_2099,129.0,13.92
958,958,ORDER_08513,1,PRODUCT_23947,SELLER_1326,329.0,54.12
959,959,ORDER_77637,1,PRODUCT_12458,SELLER_0792,124.9,17.12
960,960,ORDER_31115,1,PRODUCT_06106,SELLER_1696,119.9,18.41
961,961,ORDER_40434,1,PRODUCT_09499,SELLER_2732,35.9,16.11
962,962,ORDER_34384,1,PRODUCT_07281,SELLER_1755,67.9,24.09
963,963,ORDER_09252,1,PRODUCT_18946,SELLER_0574,58.0,31.12
964,964,ORDER_09252,2,PRODUCT_23398,SELLER_1240,65.0,9.33
965,965,ORDER_57723,1,PRODUCT_18060,SELLER_2311,39.99,11.85
966,966,ORDER_28068,1,PRODUCT_08503,SELLER_2423,230.0,75.01
967,967,ORDER_41519,1,PRODUCT_04093,SELLER_1323,69.9,50.15
968,968,ORDER_15457,1,PRODUCT_14482,SELLER_0113,2649.99,134.17
969,969,ORDER_72878,1,PRODUCT_24233,SELLER_0855,89.0,15.37
970,970,ORDER_23399,1,PRODUCT_12381,SELLER_2094,99.9,23.57
971,971,ORDER_10554,1,PRODUCT_17395,SELLER_2311,29.99,7.78
972,972,ORDER_52157,1,PRODUCT_25670,SELLER_1657,59.9,16.18
973,973,ORDER_67576,1,PRODUCT_20221,SELLER_2401,58.9,22.73
974,974,ORDER_19686,1,PRODUCT_28461,SELLER_0246,84.9,17.84
975,975,ORDER_79606,1,PRODUCT_23511,SELLER_0324,199.0,8.65
976,976,ORDER_58015,1,PRODUCT_05887,SELLER_2198,70.9,15.25
977,977,ORDER_59746,1,PRODUCT_14945,SELLER_1299,39.9,17.63
978,978,ORDER_62634,1,PRODUCT_25317,SELLER_2511,467.0,18.02
979,979,ORDER_22733,1,PRODUCT_10008,SELLER_1359,99.99,15.01
980,980,ORDER_74030,1,PRODUCT_07030,SELLER_2497,57.9,16.17
981,981,ORDER_14156,1,PRODUCT_19912,SELLER_1795,49.99,11.73
982,982,ORDER_61071,1,PRODUCT_11195,SELLER_0881,20.99,15.1
983,983,ORDER_68790,1,PRODUCT_08596,SELLER_2194,89.9,15.38
984,984,ORDER_06966,1,PRODUCT_26219,SELLER_2136,15.99,7.39
985,985,ORDER_54462,1,PRODUCT_06245,SELLER_2018,12.88,7.87
986,986,ORDER_35602,1,PRODUCT_04842,SELLER_0413,74.9,25.04
987,987,ORDER_28179,1,PRODUCT_09728,SELLER_2362,12.97,14.1
988,988,ORDER_85225,1,PRODUCT_25350,SELLER_1240,48.9,17.6
989,989,ORDER_35630,1,PRODUCT_27035,SELLER_0034,104.9,16.98
990,990,ORDER_42333,1,PRODUCT_05041,SELLER_1264,71.3,11.15
991,991,ORDER_64207,1,PRODUCT_24452,SELLER_0211,69.5,18.59
992,992,ORDER_36603,1,PRODUCT_04891,SELLER_2330,235.0,22.1
993,993,ORDER_58264,1,PRODUCT_05547,SELLER_1974,99.99,11.9
994,994,ORDER_57337,1,PRODUCT_21588,SELLER_0290,13.65,11.85
995,995,ORDER_34817,1,PRODUCT_22091,SELLER_2360,125.0,16.5
996,996,ORDER_64955,1,PRODUCT_29211,SELLER_0113,25.99,15.1
997,997,ORDER_76428,1,PRODUCT_20087,SELLER_1276,99.87,17.14
998,998,ORDER_21255,1,PRODUCT_10951,SELLER_2744,110.32,15.87
999,999,ORDER_21255,2,PRODUCT_10951,SELLER_2744,110.32,15.87
1000,1000,ORDER_20800,1,PRODUCT_01042,SELLER_1013,99.99,11.72
1001,1001,ORDER_58623,1,PRODUCT_10088,SELLER_2211,1350.0,294.76
1002,1002,ORDER_77016,1,PRODUCT_09829,SELLER_1383,176.99,21.73
1003,1003,ORDER_01897,1,PRODUCT_21800,SELLER_2625,69.9,17.74
1004,1004,ORDER_28957,1,PRODUCT_29277,SELLER_1893,34.99,15.23
1005,1005,ORDER_26972,1,PRODUCT_12930,SELLER_1134,69.9,16.25
1006,1006,ORDER_80220,1,PRODUCT_09690,SELLER_1678,29.9,8.27
1007,1007,ORDER_80220,2,PRODUCT_09690,SELLER_1678,29.9,8.27
1008,1008,ORDER_65839,1,PRODUCT_24671,SELLER_0142,30.49,18.23
1009,1009,ORDER_65839,2,PRODUCT_24671,SELLER_0142,30.49,18.23
1010,1010,ORDER_66603,1,PRODUCT_18010,SELLER_2083,119.99,12.04
1011,1011,ORDER_76702,1,PRODUCT_12927,SELLER_2423,125.0,26.95
1012,1012,ORDER_76702,2,PRODUCT_12927,SELLER_2423,125.0,26.95
1013,1013,ORDER_76702,3,PRODUCT_12927,SELLER_2423,125.0,26.95
1014,1014,ORDER_76702,4,PRODUCT_12927,SELLER_2423,125.0,26.95
1015,1015,ORDER_76702,5,PRODUCT_12927,SELLER_2423,125.0,26.95
1016,1016,ORDER_02852,1,PRODUCT_15984,SELLER_1407,259.0,39.58
1017,1017,ORDER_16277,1,PRODUCT_24758,SELLER_1300,89.99,22.5
1018,1018,ORDER_14693,1,PRODUCT_26141,SELLER_0103,205.0,26.27
1019,1019,ORDER_06207,1,PRODUCT_06697,SELLER_2360,129.9,27.23
1020,1020,ORDER_49561,1,PRODUCT_24810,SELLER_0952,47.65,7.39
1021,1021,ORDER_27707,1,PRODUCT_16678,SELLER_2347,42.99,15.23
1022,1022,ORDER_74896,1,PRODUCT_17680,SELLER_0335,35.9,15.11
1023,1023,ORDER_22680,1,PRODUCT_23210,SELLER_0290,9.0,16.79
1024,1024,ORDER_81954,1,PRODUCT_13722,SELLER_2050,66.3,8.29
1025,1025,ORDER_29806,1,PRODUCT_05911,SELLER_0822,67.9,11.98
1026,1026,ORDER_30459,1,PRODUCT_09218,SELLER_2034,55.5,12.73
1027,1027,ORDER_84113,1,PRODUCT_19385,SELLER_2194,87.28,6.53
1028,1028,ORDER_02086,1,PRODUCT_24628,SELLER_1097,29.9,14.1
1029,1029,ORDER_00237,1,PRODUCT_10503,SELLER_0031,174.9,35.74
1030,1030,ORDER_87465,1,PRODUCT_28253,SELLER_2279,52.39,19.56
1031,1031,ORDER_39346,1,PRODUCT_28234,SELLER_0672,139.9,8.23
1032,1032,ORDER_34825,1,PRODUCT_08193,SELLER_1678,29.9,7.71
1033,1033,ORDER_85705,1,PRODUCT_16506,SELLER_0713,29.0,14.1
1034,1034,ORDER_35006,1,PRODUCT_13128,SELLER_2115,19.99,20.78
1035,1035,ORDER_35006,2,PRODUCT_29314,SELLER_2115,19.74,2.91
1036,1036,ORDER_52695,1,PRODUCT_12522,SELLER_0417,59.9,17.67
1037,1037,ORDER_46475,1,PRODUCT_20224,SELLER_0481,105.0,21.57
1038,1038,ORDER_51956,1,PRODUCT_06062,SELLER_2138,49.99,11.73
1039,1039,ORDER_71626,1,PRODUCT_19328,SELLER_2282,99.9,16.95
1040,1040,ORDER_54232,1,PRODUCT_17713,SELLER_2697,189.9,49.85
1041,1041,ORDER_77322,1,PRODUCT_05174,SELLER_1275,89.99,14.38
1042,1042,ORDER_43383,1,PRODUCT_20660,SELLER_0340,35.0,13.08
1043,1043,ORDER_46731,1,PRODUCT_12946,SELLER_0938,53.9,13.4
1044,1044,ORDER_59368,1,PRODUCT_07219,SELLER_2016,108.0,13.1
1045,1045,ORDER_58783,1,PRODUCT_27346,SELLER_2007,13.99,22.85
1046,1046,ORDER_06718,1,PRODUCT_11967,SELLER_0340,75.0,13.08
1047,1047,ORDER_06718,2,PRODUCT_11967,SELLER_0340,75.0,13.08
1048,1048,ORDER_78137,1,PRODUCT_08892,SELLER_1168,97.0,17.93
1049,1049,ORDER_53299,1,PRODUCT_25513,SELLER_0333,30.9,8.72
1050,1050,ORDER_33314,1,PRODUCT_18582,SELLER_2231,126.79,33.75
1051,1051,ORDER_26583,1,PRODUCT_09715,SELLER_1696,59.9,25.7
1052,1052,ORDER_60678,1,PRODUCT_08990,SELLER_0340,210.0,50.0
1053,1053,ORDER_46666,1,PRODUCT_28940,SELLER_2305,21.99,26.84
1054,1054,ORDER_46666,2,PRODUCT_16783,SELLER_0373,75.9,1.8
1055,1055,ORDER_02472,1,PRODUCT_19879,SELLER_0489,195.9,8.63
1056,1056,ORDER_56430,1,PRODUCT_14831,SELLER_0331,130.0,67.44
1057,1057,ORDER_78630,1,PRODUCT_05571,SELLER_0881,29.99,14.1
1058,1058,ORDER_10584,1,PRODUCT_29423,SELLER_0251,99.0,64.06
1059,1059,ORDER_85158,1,PRODUCT_13096,SELLER_1696,292.9,16.22
1060,1060,ORDER_01159,1,PRODUCT_20312,SELLER_1394,49.9,9.34
1061,1061,ORDER_72392,1,PRODUCT_23120,SELLER_0068,45.99,11.86
1062,1062,ORDER_18130,1,PRODUCT_09953,SELLER_2541,32.9,17.6
1063,1063,ORDER_53645,1,PRODUCT_15962,SELLER_0629,189.89,17.09
1064,1064,ORDER_53645,2,PRODUCT_15962,SELLER_0629,189.89,17.09
1065,1065,ORDER_45906,1,PRODUCT_00397,SELLER_0290,18.9,15.1
1066,1066,ORDER_53070,1,PRODUCT_24750,SELLER_0290,9.0,7.78
1067,1067,ORDER_58790,1,PRODUCT_07250,SELLER_2634,279.99,15.55
1068,1068,ORDER_49124,1,PRODUCT_21144,SELLER_2099,79.0,13.57
1069,1069,ORDER_31689,1,PRODUCT_28293,SELLER_1699,109.9,43.91
1070,1070,ORDER_13960,1,PRODUCT_08721,SELLER_2696,194.99,23.29
1071,1071,ORDER_42555,1,PRODUCT_29412,SELLER_2194,126.0,18.76
1072,1072,ORDER_07524,1,PRODUCT_27719,SELLER_0024,319.0,20.77
1073,1073,ORDER_56408,1,PRODUCT_11275,SELLER_1631,135.0,15.83
1074,1074,ORDER_62823,1,PRODUCT_26951,SELLER_0881,27.99,7.46
1075,1075,ORDER_47516,1,PRODUCT_19275,SELLER_0713,49.0,15.23
1076,1076,ORDER_62324,1,PRODUCT_28600,SELLER_1417,42.95,11.85
1077,1077,ORDER_45719,1,PRODUCT_01060,SELLER_0292,329.9,57.59
1078,1078,ORDER_85708,1,PRODUCT_26182,SELLER_0713,49.0,37.04
1079,1079,ORDER_61203,1,PRODUCT_09062,SELLER_0061,36.85,11.74
1080,1080,ORDER_06062,1,PRODUCT_04331,SELLER_2423,150.0,9.67
1081,1081,ORDER_06062,2,PRODUCT_03355,SELLER_2423,40.0,21.49
1082,1082,ORDER_85364,1,PRODUCT_05806,SELLER_0713,49.0,13.0
1083,1083,ORDER_45303,1,PRODUCT_27454,SELLER_2445,99.99,23.69
1084,1084,ORDER_48132,1,PRODUCT_16477,SELLER_1695,39.0,16.11
1085,1085,ORDER_11846,1,PRODUCT_25673,SELLER_1856,31.0,7.39
1086,1086,ORDER_22725,1,PRODUCT_11417,SELLER_2423,38.4,9.34
1087,1087,ORDER_22725,2,PRODUCT_11417,SELLER_2423,38.4,9.34
1088,1088,ORDER_36243,1,PRODUCT_09263,SELLER_0150,34.9,16.79
1089,1089,ORDER_59658,1,PRODUCT_15478,SELLER_1276,130.0,15.79
1090,1090,ORDER_39303,1,PRODUCT_25173,SELLER_2317,39.9,14.08
1091,1091,ORDER_76170,1,PRODUCT_14224,SELLER_1501,180.0,10.01
1092,1092,ORDER_33118,1,PRODUCT_16339,SELLER_0023,14.0,7.39
1093,1093,ORDER_57223,1,PRODUCT_15171,SELLER_2502,107.99,12.26
1094,1094,ORDER_26214,1,PRODUCT_25246,SELLER_2634,249.99,18.32
1095,1095,ORDER_65173,1,PRODUCT_19659,SELLER_2696,218.36,13.03
1096,1096,ORDER_58360,1,PRODUCT_02711,SELLER_1275,58.99,13.49
1097,1097,ORDER_42466,1,PRODUCT_19464,SELLER_2365,48.3,21.15
1098,1098,ORDER_04989,1,PRODUCT_01219,SELLER_2727,454.0,15.52
1099,1099,ORDER_13984,1,PRODUCT_19531,SELLER_0713,69.0,18.58
1100,1100,ORDER_43010,1,PRODUCT_14885,SELLER_2194,126.0,13.9
1101,1101,ORDER_33486,1,PRODUCT_16997,SELLER_1388,109.99,27.21
1102,1102,ORDER_57869,1,PRODUCT_02622,SELLER_1275,56.99,11.9
1103,1103,ORDER_37411,1,PRODUCT_20931,SELLER_2502,39.99,12.79
1104,1104,ORDER_37411,2,PRODUCT_20931,SELLER_2502,39.99,12.79
1105,1105,ORDER_37411,3,PRODUCT_20931,SELLER_2502,39.99,12.79
1106,1106,ORDER_37411,4,PRODUCT_20931,SELLER_2502,39.99,12.79
1107,1107,ORDER_37411,5,PRODUCT_20931,SELLER_2502,39.99,12.79
1108,1108,ORDER_52389,1,PRODUCT_19459,SELLER_0417,59.9,17.67
1109,1109,ORDER_52389,2,PRODUCT_19459,SELLER_0417,59.9,17.67
1110,1110,ORDER_85660,1,PRODUCT_09650,SELLER_0528,149.99,23.93
1111,1111,ORDER_85660,2,PRODUCT_09650,SELLER_0528,149.99,23.93
1112,1112,ORDER_35016,1,PRODUCT_17661,SELLER_1795,129.99,14.51
1113,1113,ORDER_11600,1,PRODUCT_08588,SELLER_1059,196.99,35.54
1114,1114,ORDER_61638,1,PRODUCT_27996,SELLER_0245,24.99,18.23
1115,1115,ORDER_40940,1,PRODUCT_09151,SELLER_0770,69.99,31.87
1116,1116,ORDER_40940,2,PRODUCT_08879,SELLER_0556,49.95,10.52
1117,1117,ORDER_05043,1,PRODUCT_27615,SELLER_2028,116.9,13.16
1118,1118,ORDER_15312,1,PRODUCT_06238,SELLER_2293,19.0,8.88
1119,1119,ORDER_15312,2,PRODUCT_06238,SELLER_2293,19.0,8.88
1120,1120,ORDER_23282,1,PRODUCT_13527,SELLER_1784,219.0,45.38
1121,1121,ORDER_39481,1,PRODUCT_07986,SELLER_2698,89.9,23.56
1122,1122,ORDER_39502,1,PRODUCT_23618,SELLER_2050,59.9,7.78
1123,1123,ORDER_18204,1,PRODUCT_06446,SELLER_0246,84.9,17.84
1124,1124,ORDER_82104,1,PRODUCT_01397,SELLER_1974,129.99,13.49
1125,1125,ORDER_38668,1,PRODUCT_05934,SELLER_0327,54.9,15.13
1126,1126,ORDER_38513,1,PRODUCT_26051,SELLER_1299,149.9,23.37
1127,1127,ORDER_36262,1,PRODUCT_19158,SELLER_0338,24.0,8.88
1128,1128,ORDER_26658,1,PRODUCT_02641,SELLER_2637,139.0,14.31
1129,1129,ORDER_41931,1,PRODUCT_17565,SELLER_0931,89.9,9.36
1130,1130,ORDER_63378,1,PRODUCT_08193,SELLER_1678,29.9,7.47
1131,1131,ORDER_66914,1,PRODUCT_24179,SELLER_2330,119.0,21.32
1132,1132,ORDER_66914,2,PRODUCT_24179,SELLER_2330,119.0,21.32
1133,1133,ORDER_85980,1,PRODUCT_25064,SELLER_1059,179.99,40.19
1134,1134,ORDER_06709,1,PRODUCT_28573,SELLER_0245,49.0,7.39
1135,1135,ORDER_58807,1,PRODUCT_26506,SELLER_1518,117.3,22.29
1136,1136,ORDER_35372,1,PRODUCT_22736,SELLER_2611,27.18,15.11
1137,1137,ORDER_06573,1,PRODUCT_21034,SELLER_1625,79.9,51.06
1138,1138,ORDER_32192,1,PRODUCT_14027,SELLER_2077,213.0,18.74
1139,1139,ORDER_50732,1,PRODUCT_23793,SELLER_2374,128.25,15.21
1140,1140,ORDER_58269,1,PRODUCT_20206,SELLER_2595,109.9,15.88
1141,1141,ORDER_78524,1,PRODUCT_17528,SELLER_2003,97.65,8.42
1142,1142,ORDER_50994,1,PRODUCT_20038,SELLER_0398,69.9,54.24
1143,1143,ORDER_21709,1,PRODUCT_05293,SELLER_2656,122.99,164.98
1144,1144,ORDER_80076,1,PRODUCT_26427,SELLER_2132,301.0,17.87
1145,1145,ORDER_84503,1,PRODUCT_24873,SELLER_0396,119.0,29.19
1146,1146,ORDER_66204,1,PRODUCT_22429,SELLER_0648,26.9,7.78
1147,1147,ORDER_08526,1,PRODUCT_09595,SELLER_2516,50.0,18.45
1148,1148,ORDER_82929,1,PRODUCT_23347,SELLER_0996,79.9,15.44
1149,1149,ORDER_64880,1,PRODUCT_12428,SELLER_0726,53.95,15.59
1150,1150,ORDER_01276,1,PRODUCT_13655,SELLER_1501,89.0,9.93
1151,1151,ORDER_32005,1,PRODUCT_01296,SELLER_0459,139.9,39.97
1152,1152,ORDER_68982,1,PRODUCT_19203,SELLER_0567,57.49,16.16
1153,1153,ORDER_01846,1,PRODUCT_17004,SELLER_0007,349.9,29.3
1154,1154,ORDER_31070,1,PRODUCT_20367,SELLER_0822,44.9,12.79
1155,1155,ORDER_25434,1,PRODUCT_02634,SELLER_0771,37.9,16.11
1156,1156,ORDER_03268,1,PRODUCT_25016,SELLER_0452,58.9,15.16
1157,1157,ORDER_74128,1,PRODUCT_07678,SELLER_1305,39.9,19.04
1158,1158,ORDER_03574,1,PRODUCT_13998,SELLER_2131,61.5,13.58
1159,1159,ORDER_10164,1,PRODUCT_03623,SELLER_1214,80.0,9.57
1160,1160,ORDER_10164,2,PRODUCT_07576,SELLER_1214,50.0,12.9
1161,1161,ORDER_23874,1,PRODUCT_11244,SELLER_0808,58.2,15.16
1162,1162,ORDER_84236,1,PRODUCT_05637,SELLER_2404,699.0,19.95
1163,1163,ORDER_69170,1,PRODUCT_11043,SELLER_1536,41.9,7.39
1164,1164,ORDER_75912,1,PRODUCT_22411,SELLER_2094,388.0,50.22
1165,1165,ORDER_23440,1,PRODUCT_07372,SELLER_2445,149.0,40.37
1166,1166,ORDER_23440,2,PRODUCT_07372,SELLER_2445,149.0,40.37
1167,1167,ORDER_74501,1,PRODUCT_04082,SELLER_0417,53.9,10.13
1168,1168,ORDER_51677,1,PRODUCT_25337,SELLER_2099,69.9,13.51
1169,1169,ORDER_60631,1,PRODUCT_10154,SELLER_1276,89.9,15.39
1170,1170,ORDER_04193,1,PRODUCT_28043,SELLER_2634,399.99,15.63
1171,1171,ORDER_69090,1,PRODUCT_26351,SELLER_1477,44.9,20.8
1172,1172,ORDER_36490,1,PRODUCT_15849,SELLER_1732,139.0,20.21
1173,1173,ORDER_58544,1,PRODUCT_02711,SELLER_1275,64.99,11.95
1174,1174,ORDER_23785,1,PRODUCT_03530,SELLER_2152,399.99,19.05
1175,1175,ORDER_31093,1,PRODUCT_18280,SELLER_1029,45.0,15.42
1176,1176,ORDER_26807,1,PRODUCT_05907,SELLER_2634,159.99,10.13
1177,1177,ORDER_34354,1,PRODUCT_19950,SELLER_1347,24.9,18.23
1178,1178,ORDER_34354,2,PRODUCT_19950,SELLER_1347,24.9,18.23
1179,1179,ORDER_34354,3,PRODUCT_19950,SELLER_1347,24.9,18.23
1180,1180,ORDER_60314,1,PRODUCT_11485,SELLER_2200,153.0,21.56
1181,1181,ORDER_48663,1,PRODUCT_06130,SELLER_0753,57.9,14.61
1182,1182,ORDER_09294,1,PRODUCT_23784,SELLER_1090,35.0,7.78
1183,1183,ORDER_81315,1,PRODUCT_19630,SELLER_0290,13.65,15.1
1184,1184,ORDER_33691,1,PRODUCT_26990,SELLER_1275,59.99,16.67
1185,1185,ORDER_14672,1,PRODUCT_05174,SELLER_1275,89.99,9.44
1186,1186,ORDER_24871,1,PRODUCT_25916,SELLER_1791,38.9,14.1
1187,1187,ORDER_05001,1,PRODUCT_28304,SELLER_1119,144.0,14.74
1188,1188,ORDER_23199,1,PRODUCT_02402,SELLER_0448,7.9,7.87
1189,1189,ORDER_46435,1,PRODUCT_05571,SELLER_0881,39.99,14.1
1190,1190,ORDER_23519,1,PRODUCT_01237,SELLER_1996,109.9,18.82
1191,1191,ORDER_76922,1,PRODUCT_21003,SELLER_1275,56.99,8.72
1192,1192,ORDER_19729,1,PRODUCT_20928,SELLER_1678,99.9,12.4
1193,1193,ORDER_30840,1,PRODUCT_23379,SELLER_1275,56.99,24.89
1194,1194,ORDER_33319,1,PRODUCT_19163,SELLER_2138,71.0,19.99
1195,1195,ORDER_44208,1,PRODUCT_20119,SELLER_0438,73.99,24.52
1196,1196,ORDER_81427,1,PRODUCT_29178,SELLER_0643,41.3,8.27
1197,1197,ORDER_05695,1,PRODUCT_20589,SELLER_2136,17.99,7.39
1198,1198,ORDER_63606,1,PRODUCT_24101,SELLER_1974,144.99,17.26
1199,1199,ORDER_30876,1,PRODUCT_04251,SELLER_0565,479.0,38.7
1200,1200,ORDER_65424,1,PRODUCT_12848,SELLER_2236,98.9,18.79
1201,1201,ORDER_07326,1,PRODUCT_04568,SELLER_1696,37.9,15.1
1202,1202,ORDER_85866,1,PRODUCT_18707,SELLER_0481,69.9,18.42
1203,1203,ORDER_09733,1,PRODUCT_19577,SELLER_1718,87.0,27.67
1204,1204,ORDER_40309,1,PRODUCT_20457,SELLER_2541,129.9,12.41
1205,1205,ORDER_65444,1,PRODUCT_09379,SELLER_0915,199.0,18.64
1206,1206,ORDER_60538,1,PRODUCT_06020,SELLER_2691,59.0,7.71
1207,1207,ORDER_13589,1,PRODUCT_03937,SELLER_2423,230.0,18.52
1208,1208,ORDER_75827,1,PRODUCT_24986,SELLER_0035,98.0,16.13
1209,1209,ORDER_67495,1,PRODUCT_02133,SELLER_1460,48.98,23.1
1210,1210,ORDER_08216,1,PRODUCT_01634,SELLER_0643,27.3,15.1
1211,1211,ORDER_38760,1,PRODUCT_21638,SELLER_0417,38.9,13.71
1212,1212,ORDER_38760,2,PRODUCT_21638,SELLER_0417,38.9,13.71
1213,1213,ORDER_38760,3,PRODUCT_21638,SELLER_0417,38.9,13.71
1214,1214,ORDER_64522,1,PRODUCT_07866,SELLER_0713,49.0,15.23
1215,1215,ORDER_86762,1,PRODUCT_07191,SELLER_1857,39.9,11.74
1216,1216,ORDER_03402,1,PRODUCT_02021,SELLER_1383,34.99,15.1
1217,1217,ORDER_81028,1,PRODUCT_07295,SELLER_1674,129.78,12.11
1218,1218,ORDER_39016,1,PRODUCT_04925,SELLER_2423,196.8,13.68
1219,1219,ORDER_19097,1,PRODUCT_05324,SELLER_0058,50.0,15.1
1220,1220,ORDER_43460,1,PRODUCT_07863,SELLER_2506,39.9,13.37
1221,1221,ORDER_70627,1,PRODUCT_15967,SELLER_1082,779.0,33.85
1222,1222,ORDER_32583,1,PRODUCT_24352,SELLER_0373,199.1,17.15
1223,1223,ORDER_29116,1,PRODUCT_28977,SELLER_1134,45.9,12.79
1224,1224,ORDER_79385,1,PRODUCT_10453,SELLER_1059,159.99,31.18
1225,1225,ORDER_79385,2,PRODUCT_09125,SELLER_1059,149.99,27.71
1226,1226,ORDER_48202,1,PRODUCT_03864,SELLER_1059,79.99,26.88
1227,1227,ORDER_48202,2,PRODUCT_03864,SELLER_1059,79.99,26.88
1228,1228,ORDER_67130,1,PRODUCT_07758,SELLER_1696,119.9,13.31
1229,1229,ORDER_13471,1,PRODUCT_15747,SELLER_1886,52.64,15.12
1230,1230,ORDER_59797,1,PRODUCT_18481,SELLER_2553,150.0,8.3
1231,1231,ORDER_40005,1,PRODUCT_26456,SELLER_2083,139.0,9.33
1232,1232,ORDER_68310,1,PRODUCT_28715,SELLER_1168,260.0,35.18
1233,1233,ORDER_02499,1,PRODUCT_02778,SELLER_2099,55.0,16.15
1234,1234,ORDER_78523,1,PRODUCT_21955,SELLER_1840,102.5,23.52
1235,1235,ORDER_49041,1,PRODUCT_24434,SELLER_2592,98.0,13.03
1236,1236,ORDER_80341,1,PRODUCT_17097,SELLER_0448,18.5,18.23
1237,1237,ORDER_16971,1,PRODUCT_26432,SELLER_1826,122.99,9.06
1238,1238,ORDER_86554,1,PRODUCT_14936,SELLER_2255,67.9,11.73
1239,1239,ORDER_45568,1,PRODUCT_19322,SELLER_0174,35.0,24.35
1240,1240,ORDER_16746,1,PRODUCT_08365,SELLER_0328,117.0,21.26
1241,1241,ORDER_52818,1,PRODUCT_11366,SELLER_2099,79.0,23.13
1242,1242,ORDER_32359,1,PRODUCT_06372,SELLER_2054,55.0,34.19
1243,1243,ORDER_56636,1,PRODUCT_24264,SELLER_2392,131.99,11.66
1244,1244,ORDER_44438,1,PRODUCT_03053,SELLER_0225,159.0,27.43
1245,1245,ORDER_24828,1,PRODUCT_20994,SELLER_1657,59.9,16.18
1246,1246,ORDER_75766,1,PRODUCT_22444,SELLER_2360,179.0,44.83
1247,1247,ORDER_68963,1,PRODUCT_05800,SELLER_2490,49.0,10.96
1248,1248,ORDER_55440,1,PRODUCT_24734,SELLER_0459,139.9,25.63
1249,1249,ORDER_40372,1,PRODUCT_27276,SELLER_1419,1199.9,26.94
1250,1250,ORDER_07647,1,PRODUCT_19405,SELLER_0643,27.3,8.11
1251,1251,ORDER_69848,1,PRODUCT_01996,SELLER_1622,49.0,14.1
1252,1252,ORDER_27859,1,PRODUCT_16769,SELLER_0489,259.9,20.73
1253,1253,ORDER_27951,1,PRODUCT_17252,SELLER_1974,89.8,14.21
1254,1254,ORDER_27951,2,PRODUCT_19983,SELLER_1974,89.99,14.2
