,Order_id,Payment_sequential,Payment_type,Payment_installments,Payment_value
1387,ORDER_65359,1,credit_card,4,103.37
1388,ORDER_58621,1,boleto,1,136.71
1389,ORDER_55793,1,boleto,1,76.29
1390,ORDER_74797,1,credit_card,2,28.09
1391,ORDER_69403,10,voucher,1,1.85
1392,ORDER_38789,1,credit_card,10,153.69
1393,ORDER_02945,1,boleto,1,146.68
1394,ORDER_12390,1,boleto,1,24.09
1395,ORDER_63882,1,credit_card,1,17.5
1396,ORDER_08718,1,credit_card,1,57.8
1397,ORDER_16760,1,boleto,1,44.09
1398,ORDER_84492,1,credit_card,3,78.18
1399,ORDER_63017,1,credit_card,10,111.3
1400,ORDER_00821,1,credit_card,8,211.94
1401,ORDER_33008,1,credit_card,4,175.64
1402,ORDER_31702,1,credit_card,2,104.48
1403,ORDER_34033,1,credit_card,4,48.01
1404,ORDER_55412,1,credit_card,5,891.91
1405,ORDER_65110,1,credit_card,6,120.0
1406,ORDER_83655,1,credit_card,8,80.18
1407,ORDER_18647,1,credit_card,6,92.71
1408,ORDER_69431,1,credit_card,3,75.99
1409,ORDER_78585,1,boleto,1,41.88
1410,ORDER_63723,1,credit_card,1,22.95
1411,ORDER_79145,1,credit_card,1,38.37
1412,ORDER_70333,3,voucher,1,28.71
1413,ORDER_59738,1,credit_card,1,123.67
1414,ORDER_40284,1,credit_card,6,100.33
1415,ORDER_27317,1,credit_card,10,817.15
1416,ORDER_59389,1,credit_card,2,28.83
1417,ORDER_57139,1,credit_card,4,109.77
1418,ORDER_65277,2,credit_card,1,135.44
1419,ORDER_43390,1,credit_card,4,116.72
1420,ORDER_37078,1,credit_card,2,138.6
1421,ORDER_51998,1,boleto,1,79.46
1422,ORDER_73589,1,credit_card,4,295.4
1423,ORDER_21658,1,credit_card,2,29.08
1424,ORDER_07681,1,boleto,1,88.72
1425,ORDER_73817,1,credit_card,1,57.8
1426,ORDER_60484,1,boleto,1,116.94
1427,ORDER_32089,1,credit_card,1,238.57
1428,ORDER_09871,1,credit_card,4,65.99
1429,ORDER_63214,1,credit_card,1,16.89
1430,ORDER_16513,1,boleto,1,65.11
1431,ORDER_81412,1,credit_card,9,92.57
1432,ORDER_48584,1,credit_card,3,81.77
1433,ORDER_80216,2,voucher,1,14.38
1434,ORDER_29065,1,credit_card,10,383.5
1435,ORDER_72569,1,credit_card,2,43.1
1436,ORDER_06173,1,credit_card,1,85.15
1437,ORDER_01220,1,credit_card,1,110.7
1438,ORDER_14825,1,voucher,1,114.44
1439,ORDER_26249,1,credit_card,1,19.35
1440,ORDER_66654,1,credit_card,8,681.82
1441,ORDER_34351,1,credit_card,2,50.09
1442,ORDER_00675,1,credit_card,8,162.65
1443,ORDER_46194,3,voucher,1,20.0
1444,ORDER_83340,1,boleto,1,70.14
1445,ORDER_43708,1,credit_card,1,101.93
1446,ORDER_21787,1,credit_card,1,88.88
1447,ORDER_21784,1,credit_card,5,178.44
1448,ORDER_85369,1,credit_card,5,435.44
1449,ORDER_78028,1,credit_card,4,76.74
1450,ORDER_70708,1,boleto,1,143.5
1451,ORDER_25286,1,boleto,1,1075.23
1452,ORDER_33578,1,credit_card,1,45.09
1453,ORDER_72503,1,credit_card,2,40.09
1454,ORDER_57844,1,credit_card,1,39.1
1455,ORDER_63115,1,boleto,1,42.58
1456,ORDER_82098,1,credit_card,1,40.86
1457,ORDER_83729,1,boleto,1,815.65
1458,ORDER_62284,1,credit_card,5,61.75
1459,ORDER_84253,1,boleto,1,43.0
1460,ORDER_79607,1,credit_card,1,163.08
1461,ORDER_45884,1,boleto,1,35.84
1462,ORDER_63419,1,boleto,1,97.08
1463,ORDER_16140,1,credit_card,1,67.13
1464,ORDER_72266,1,credit_card,1,25.31
1465,ORDER_37445,1,boleto,1,101.92
1466,ORDER_76855,1,credit_card,1,118.2
1467,ORDER_08467,1,credit_card,1,67.22
1468,ORDER_08699,1,credit_card,6,185.94
1469,ORDER_34203,1,credit_card,3,248.51
1470,ORDER_68151,1,credit_card,3,217.09
1471,ORDER_68269,1,boleto,1,77.57
1472,ORDER_63829,1,credit_card,10,419.3
1473,ORDER_16113,1,credit_card,1,115.35
1474,ORDER_11898,1,credit_card,8,840.82
1475,ORDER_54215,1,credit_card,1,189.62
1476,ORDER_85523,1,credit_card,1,37.37
1477,ORDER_73547,1,credit_card,3,35.0
1478,ORDER_78221,1,credit_card,5,248.85
1479,ORDER_85372,1,credit_card,1,38.17
1480,ORDER_67766,1,credit_card,10,159.02
1481,ORDER_74242,2,voucher,1,199.15
1482,ORDER_36082,1,boleto,1,425.04
1483,ORDER_78810,1,credit_card,2,124.02
1484,ORDER_11997,1,credit_card,1,51.41
1485,ORDER_03967,1,credit_card,3,167.77
1486,ORDER_68938,1,credit_card,3,84.42
1487,ORDER_52718,1,boleto,1,168.29
1488,ORDER_84016,1,boleto,1,175.77
1489,ORDER_28243,1,credit_card,1,690.68
1490,ORDER_12223,1,credit_card,1,69.33
1491,ORDER_48143,1,boleto,1,47.18
1492,ORDER_51279,1,credit_card,1,152.5
1493,ORDER_46487,1,boleto,1,102.03
1494,ORDER_51304,1,boleto,1,101.25
1495,ORDER_18390,3,voucher,1,61.22
1496,ORDER_48196,1,credit_card,4,152.72
1497,ORDER_58989,1,credit_card,1,43.72
1498,ORDER_24844,1,credit_card,3,95.64
1499,ORDER_87988,1,credit_card,2,90.45
1500,ORDER_79578,1,credit_card,1,120.05
1501,ORDER_75904,1,boleto,1,124.09
1502,ORDER_36080,1,credit_card,1,33.85
1503,ORDER_60390,1,credit_card,8,127.92
1504,ORDER_14146,1,credit_card,2,211.6
1505,ORDER_82349,1,credit_card,1,60.24
1506,ORDER_57883,1,credit_card,1,61.96
1507,ORDER_15161,1,credit_card,4,137.0
1508,ORDER_10408,1,credit_card,1,36.87
1509,ORDER_18570,1,credit_card,5,179.04
1510,ORDER_17791,1,credit_card,1,98.33
1511,ORDER_35099,1,boleto,1,57.51
1512,ORDER_46424,1,credit_card,1,89.36
1513,ORDER_09244,1,credit_card,1,72.66
1514,ORDER_66975,1,credit_card,1,78.09
1515,ORDER_64156,1,credit_card,8,340.72
1516,ORDER_62733,1,boleto,1,81.72
1517,ORDER_10401,1,credit_card,10,115.3
1518,ORDER_59851,1,credit_card,1,70.34
1519,ORDER_58883,1,credit_card,4,412.42
1520,ORDER_63317,1,boleto,1,102.78
1521,ORDER_34816,1,credit_card,1,71.29
1522,ORDER_27460,1,credit_card,2,106.87
1523,ORDER_46906,1,credit_card,2,179.86
1524,ORDER_09768,1,boleto,1,28.17
1525,ORDER_36547,1,boleto,1,31.13
1526,ORDER_33931,1,boleto,1,198.5
1527,ORDER_69056,1,credit_card,8,124.92
1528,ORDER_04559,1,credit_card,8,151.7
1529,ORDER_72705,1,credit_card,6,134.45
1530,ORDER_38241,1,credit_card,6,65.79
1531,ORDER_06846,1,credit_card,5,147.07
1532,ORDER_30795,1,credit_card,2,228.41
1533,ORDER_24559,1,credit_card,2,172.19
1534,ORDER_31004,1,credit_card,1,52.26
1535,ORDER_87989,1,credit_card,2,65.22
1536,ORDER_46267,1,credit_card,1,58.63
1537,ORDER_08373,1,credit_card,6,137.28
1538,ORDER_87995,1,credit_card,4,114.06
1539,ORDER_79495,1,credit_card,8,197.63
1540,ORDER_85020,3,voucher,1,56.42
1541,ORDER_67395,1,credit_card,3,148.18
1542,ORDER_30572,1,boleto,1,597.2
1543,ORDER_63145,1,credit_card,2,57.55
1544,ORDER_35340,1,credit_card,8,219.77
1545,ORDER_61121,1,boleto,1,35.86
1546,ORDER_40221,1,credit_card,3,116.94
1547,ORDER_34986,1,credit_card,5,213.7
1548,ORDER_68418,1,boleto,1,69.49
1549,ORDER_26339,1,credit_card,10,104.68
1550,ORDER_08700,1,credit_card,3,195.43
1551,ORDER_81420,1,credit_card,1,68.34
1552,ORDER_09298,1,credit_card,1,186.56
1553,ORDER_27430,1,credit_card,1,49.92
1554,ORDER_73903,1,credit_card,3,74.16
1555,ORDER_12003,1,credit_card,3,99.58
1556,ORDER_79212,1,voucher,1,195.12
1557,ORDER_56442,1,credit_card,3,284.02
1558,ORDER_78397,1,credit_card,2,27.67
1559,ORDER_34179,1,boleto,1,73.15
1560,ORDER_54171,1,voucher,1,43.89
1561,ORDER_75755,1,credit_card,1,165.39
1562,ORDER_12196,1,credit_card,8,105.29
1563,ORDER_67095,1,credit_card,5,52.18
1564,ORDER_12128,1,credit_card,8,378.05
1565,ORDER_09349,1,boleto,1,47.84
1566,ORDER_76315,1,credit_card,1,24.38
1567,ORDER_00877,1,credit_card,3,372.72
1568,ORDER_29050,1,credit_card,4,56.92
1569,ORDER_78887,1,credit_card,2,147.61
1570,ORDER_25476,1,credit_card,8,94.87
1571,ORDER_43428,1,boleto,1,130.81
1572,ORDER_01289,1,credit_card,2,155.73
1573,ORDER_67332,1,credit_card,3,89.63
1574,ORDER_20619,1,credit_card,5,202.83
1575,ORDER_58177,1,credit_card,4,206.44
1576,ORDER_30529,4,voucher,1,1.63
1577,ORDER_41244,2,voucher,1,28.6
1578,ORDER_67655,1,credit_card,3,215.14
1579,ORDER_59230,1,credit_card,1,261.07
1580,ORDER_72461,2,voucher,1,24.51
1581,ORDER_35889,1,credit_card,2,117.08
1582,ORDER_29264,1,credit_card,1,67.9
1583,ORDER_02001,1,boleto,1,91.05
1584,ORDER_34680,1,credit_card,4,105.28
1585,ORDER_17343,1,credit_card,5,57.77
1586,ORDER_48322,1,credit_card,3,102.03
1587,ORDER_10083,1,credit_card,1,117.46
1588,ORDER_49417,1,boleto,1,217.64
1589,ORDER_28300,1,boleto,1,157.3
1590,ORDER_05443,1,boleto,1,137.57
1591,ORDER_57190,1,credit_card,1,57.17
1592,ORDER_40197,1,credit_card,1,38.09
1593,ORDER_08790,1,boleto,1,73.8
1594,ORDER_72991,1,credit_card,2,151.6
1595,ORDER_38010,1,credit_card,4,92.49
1596,ORDER_22270,1,credit_card,2,189.56
1597,ORDER_87211,1,credit_card,8,151.18
1598,ORDER_25235,1,credit_card,9,299.39
1599,ORDER_66097,1,boleto,1,20.42
1600,ORDER_27005,1,credit_card,8,315.06
1601,ORDER_77947,1,credit_card,2,98.7
1602,ORDER_58748,1,credit_card,1,188.3
1603,ORDER_75482,1,credit_card,4,1017.63
1604,ORDER_73293,1,credit_card,2,97.39
1605,ORDER_82712,1,credit_card,10,101.0
1606,ORDER_18223,1,credit_card,8,134.46
1607,ORDER_87764,1,boleto,1,36.69
1608,ORDER_67883,1,credit_card,2,132.64
1609,ORDER_32230,1,credit_card,7,361.16
1610,ORDER_81722,1,credit_card,1,31.63
1611,ORDER_55788,1,credit_card,4,46.13
1612,ORDER_35124,1,credit_card,4,154.11
1613,ORDER_24914,1,credit_card,3,406.16
1614,ORDER_60727,1,boleto,1,76.38
1615,ORDER_81758,1,credit_card,10,113.52
1616,ORDER_54955,1,credit_card,1,5.7
1617,ORDER_24692,1,credit_card,10,639.77
1618,ORDER_28277,1,credit_card,10,139.8
1619,ORDER_47000,1,credit_card,2,121.9
1620,ORDER_63567,1,credit_card,9,151.87
1621,ORDER_35462,1,credit_card,1,207.24
1622,ORDER_29353,1,credit_card,3,1173.56
1623,ORDER_34065,1,credit_card,8,315.89
1624,ORDER_05109,1,credit_card,1,50.26
1625,ORDER_66644,1,credit_card,3,137.75
1626,ORDER_86794,1,boleto,1,53.73
1627,ORDER_09664,1,credit_card,5,55.55
1628,ORDER_84718,1,credit_card,7,141.58
1629,ORDER_01999,1,credit_card,1,152.44
1630,ORDER_17005,1,credit_card,1,205.19
1631,ORDER_71377,1,credit_card,2,167.39
1632,ORDER_07801,1,credit_card,4,71.44
1633,ORDER_80500,2,voucher,1,156.55
1634,ORDER_87016,1,credit_card,1,355.02
1635,ORDER_56076,1,credit_card,3,34.1
1636,ORDER_81783,1,credit_card,1,46.77
1637,ORDER_21501,1,boleto,1,229.65
1638,ORDER_55100,2,voucher,1,84.05
1639,ORDER_41441,1,boleto,1,37.77
1640,ORDER_04436,1,boleto,1,162.55
1641,ORDER_30329,1,credit_card,1,278.11
1642,ORDER_63986,1,credit_card,1,66.23
1643,ORDER_29911,1,credit_card,1,33.68
1644,ORDER_04351,1,boleto,1,178.0
1645,ORDER_60963,1,credit_card,2,59.06
1646,ORDER_04285,1,boleto,1,102.74
1647,ORDER_00725,1,boleto,1,71.27
1648,ORDER_18362,1,credit_card,4,657.63
1649,ORDER_40447,1,credit_card,1,51.44
1650,ORDER_49697,1,credit_card,6,136.91
1651,ORDER_59925,1,boleto,1,85.14
1652,ORDER_09277,1,credit_card,4,163.03
1653,ORDER_59279,1,credit_card,2,313.54
1654,ORDER_28865,1,credit_card,6,200.35
1655,ORDER_43078,1,credit_card,1,120.19
1656,ORDER_49080,1,credit_card,2,144.98
1657,ORDER_27415,1,credit_card,1,49.53
1658,ORDER_77617,1,credit_card,1,79.24
1659,ORDER_40771,1,credit_card,4,93.5
1660,ORDER_38666,1,boleto,1,44.49
1661,ORDER_24427,1,credit_card,1,84.15
1662,ORDER_52202,1,voucher,1,40.1
1663,ORDER_51346,1,credit_card,10,350.56
1664,ORDER_56417,1,credit_card,1,55.83
1665,ORDER_09445,1,credit_card,1,39.26
1666,ORDER_41752,1,boleto,1,208.54
1667,ORDER_41364,1,credit_card,4,196.72
1668,ORDER_32714,1,credit_card,2,124.01
1669,ORDER_87121,1,voucher,1,63.42
1670,ORDER_38522,2,voucher,1,31.17
1671,ORDER_05552,1,credit_card,2,134.49
1672,ORDER_11694,1,credit_card,3,186.9
1673,ORDER_36851,1,credit_card,1,35.36
1674,ORDER_15363,1,credit_card,1,39.09
1675,ORDER_43621,1,credit_card,4,119.47
1676,ORDER_03399,1,boleto,1,105.28
1677,ORDER_03036,1,credit_card,1,54.01
1678,ORDER_85437,1,credit_card,2,158.94
1679,ORDER_17312,1,boleto,1,110.26
1680,ORDER_00100,1,credit_card,5,135.51
1681,ORDER_34614,1,credit_card,1,32.42
1682,ORDER_85953,1,credit_card,4,852.37
1683,ORDER_32998,1,boleto,1,36.35
1684,ORDER_40348,1,credit_card,2,67.36
1685,ORDER_24407,1,credit_card,9,123.54
1686,ORDER_75441,1,credit_card,1,1891.63
1687,ORDER_08781,1,credit_card,3,69.73
1688,ORDER_59593,1,credit_card,1,186.01
1689,ORDER_32322,1,boleto,1,51.04
1690,ORDER_86653,1,debit_card,1,184.77
1691,ORDER_36373,1,credit_card,4,97.87
1692,ORDER_43021,1,credit_card,8,214.69
1693,ORDER_16150,1,credit_card,4,135.64
1694,ORDER_39233,1,credit_card,2,91.42
1695,ORDER_12796,1,credit_card,1,42.67
1696,ORDER_75156,1,credit_card,3,105.57
1697,ORDER_61609,1,boleto,1,69.9
1698,ORDER_35009,1,credit_card,8,85.6
1699,ORDER_70424,1,credit_card,1,66.65
1700,ORDER_34806,1,boleto,1,134.63
1701,ORDER_76282,1,credit_card,1,76.97
1702,ORDER_59239,1,credit_card,4,223.19
1703,ORDER_32957,1,credit_card,10,198.3
1704,ORDER_49560,2,voucher,1,100.0
1705,ORDER_87083,1,credit_card,3,459.63
1706,ORDER_86499,1,credit_card,8,169.0
1707,ORDER_36160,1,credit_card,2,38.09
1708,ORDER_11204,1,credit_card,1,15.43
1709,ORDER_12092,1,credit_card,2,347.7
1710,ORDER_46511,1,credit_card,5,62.01
1711,ORDER_85714,1,credit_card,10,1310.95
1712,ORDER_14283,1,credit_card,7,76.08
1713,ORDER_47083,1,credit_card,1,66.39
1714,ORDER_77541,1,credit_card,10,159.56
1715,ORDER_41933,1,credit_card,4,114.04
1716,ORDER_00788,1,credit_card,2,51.42
1717,ORDER_26479,1,credit_card,2,179.86
1718,ORDER_71478,1,credit_card,4,133.06
1719,ORDER_03577,1,boleto,1,114.68
1720,ORDER_84519,1,credit_card,1,28.62
1721,ORDER_32352,1,credit_card,1,98.34
1722,ORDER_30902,1,credit_card,1,49.29
1723,ORDER_33469,1,credit_card,4,209.3
1724,ORDER_47060,1,credit_card,10,154.52
1725,ORDER_73656,1,credit_card,3,122.92
1726,ORDER_24547,1,credit_card,1,77.57
1727,ORDER_86294,1,boleto,1,66.69
1728,ORDER_22632,1,credit_card,3,194.12
1729,ORDER_10446,2,credit_card,1,239.39
1730,ORDER_06227,1,credit_card,10,840.26
1731,ORDER_14232,1,credit_card,5,239.54
1732,ORDER_68599,1,credit_card,1,98.97
1733,ORDER_79309,1,credit_card,8,205.31
1734,ORDER_40703,1,credit_card,10,573.74
1735,ORDER_36104,1,credit_card,8,437.84
1736,ORDER_48986,1,credit_card,7,177.55
1737,ORDER_38112,1,credit_card,1,133.71
1738,ORDER_34317,1,credit_card,5,396.32
1739,ORDER_56245,1,boleto,1,171.98
1740,ORDER_87050,1,credit_card,5,204.55
1741,ORDER_61389,1,credit_card,1,48.13
1742,ORDER_06034,1,credit_card,1,302.62
1743,ORDER_64947,1,voucher,1,86.94
1744,ORDER_27521,1,credit_card,1,160.16
1745,ORDER_63914,1,credit_card,2,125.98
1746,ORDER_39012,1,credit_card,1,77.19
1747,ORDER_20439,1,voucher,1,184.27
1748,ORDER_05299,1,credit_card,1,66.25
1749,ORDER_66442,1,credit_card,2,84.65
1750,ORDER_71738,1,boleto,1,131.76
1751,ORDER_14355,1,credit_card,10,110.61
1752,ORDER_71933,1,credit_card,1,30.09
1753,ORDER_85317,1,boleto,1,113.62
1754,ORDER_79102,1,credit_card,1,59.23
1755,ORDER_17054,1,credit_card,1,38.68
1756,ORDER_38965,1,boleto,1,66.1
1757,ORDER_32389,1,boleto,1,162.19
1758,ORDER_72698,1,boleto,1,25.5
1759,ORDER_07144,1,credit_card,1,171.0
1760,ORDER_66786,1,credit_card,10,254.04
1761,ORDER_60358,1,credit_card,2,116.16
1762,ORDER_73362,1,boleto,1,287.55
1763,ORDER_35932,1,credit_card,2,127.82
1764,ORDER_40645,1,boleto,1,266.83
1765,ORDER_58301,1,credit_card,7,689.93
1766,ORDER_84032,1,credit_card,1,19.78
1767,ORDER_32404,1,credit_card,4,109.77
1768,ORDER_57941,1,voucher,1,37.77
1769,ORDER_86473,1,credit_card,10,139.62
1770,ORDER_83091,1,credit_card,1,60.85
1771,ORDER_55786,1,credit_card,1,16.22
1772,ORDER_64553,1,credit_card,8,233.83
1773,ORDER_69430,1,credit_card,6,138.15
1774,ORDER_58553,1,credit_card,1,39.59
1775,ORDER_29491,1,credit_card,1,57.72
1776,ORDER_12848,1,credit_card,2,98.82
1777,ORDER_68344,1,credit_card,6,96.47
1778,ORDER_72220,1,boleto,1,131.21
1779,ORDER_02826,1,credit_card,2,45.39
1780,ORDER_56481,1,credit_card,1,8.93
1781,ORDER_77563,1,credit_card,5,244.8
1782,ORDER_01491,1,credit_card,10,251.63
1783,ORDER_35320,1,credit_card,2,161.9
1784,ORDER_21863,1,credit_card,3,253.07
1785,ORDER_34192,1,credit_card,2,45.1
1786,ORDER_38342,1,credit_card,3,148.07
1787,ORDER_15635,2,voucher,1,163.58
1788,ORDER_14957,1,credit_card,5,101.72
1789,ORDER_74021,1,boleto,1,214.32
1790,ORDER_00568,1,credit_card,2,179.22
1791,ORDER_62526,2,voucher,1,50.0
1792,ORDER_12310,1,credit_card,10,154.62
1793,ORDER_14725,1,boleto,1,202.07
1794,ORDER_46188,1,credit_card,4,291.52
1795,ORDER_44456,1,credit_card,3,71.62
1796,ORDER_05543,1,credit_card,1,36.77
1797,ORDER_86778,1,boleto,1,255.93
1798,ORDER_07033,2,voucher,1,32.22
1799,ORDER_62458,1,boleto,1,53.27
1800,ORDER_14186,1,boleto,1,45.95
1801,ORDER_87229,1,credit_card,1,54.1
1802,ORDER_16411,1,credit_card,5,185.94
1803,ORDER_24387,1,credit_card,1,49.12
1804,ORDER_41236,1,credit_card,3,195.48
1805,ORDER_69432,1,boleto,1,56.22
1806,ORDER_40436,1,credit_card,1,53.05
1807,ORDER_57005,1,credit_card,10,127.92
1808,ORDER_46762,1,credit_card,10,743.56
1809,ORDER_19663,1,credit_card,9,96.71
1810,ORDER_41388,1,credit_card,1,121.78
1811,ORDER_58952,1,boleto,1,168.27
1812,ORDER_12612,1,credit_card,1,72.56
1813,ORDER_71412,1,boleto,1,449.74
1814,ORDER_68850,1,boleto,1,73.94
1815,ORDER_68766,2,voucher,1,27.4
1816,ORDER_57068,1,credit_card,2,74.05
1817,ORDER_38122,1,boleto,1,35.4
1818,ORDER_26968,1,credit_card,3,172.34
1819,ORDER_67307,1,credit_card,1,107.99
1820,ORDER_16539,1,credit_card,4,80.77
1821,ORDER_31770,1,credit_card,3,88.76
1822,ORDER_46937,1,credit_card,2,109.07
1823,ORDER_66624,1,credit_card,1,60.0
1824,ORDER_49447,1,credit_card,1,35.0
1825,ORDER_12237,1,boleto,1,35.1
1826,ORDER_07982,1,boleto,1,276.08
1827,ORDER_39164,1,credit_card,1,67.5
1828,ORDER_43740,1,credit_card,3,176.11
1829,ORDER_79714,1,credit_card,1,37.44
1830,ORDER_23691,1,boleto,1,169.48
1831,ORDER_20015,2,voucher,1,40.4
1832,ORDER_07258,1,credit_card,4,47.51
1833,ORDER_80357,1,boleto,1,69.56
1834,ORDER_70236,1,credit_card,4,44.24
1835,ORDER_68320,1,credit_card,1,54.0
1836,ORDER_49655,1,credit_card,1,22.79
1837,ORDER_19864,1,credit_card,1,75.07
1838,ORDER_60885,1,boleto,1,64.03
1839,ORDER_48490,1,credit_card,2,186.43
1840,ORDER_30206,1,credit_card,7,147.06
1841,ORDER_24728,1,credit_card,5,116.94
1842,ORDER_36525,1,credit_card,3,60.85
1843,ORDER_74275,1,boleto,1,139.28
1844,ORDER_69953,1,credit_card,3,63.1
1845,ORDER_17694,1,credit_card,6,67.22
1846,ORDER_76262,8,voucher,1,5.31
1847,ORDER_55282,1,credit_card,10,908.43
1848,ORDER_57375,1,boleto,1,20.29
1849,ORDER_58345,1,boleto,1,112.4
1850,ORDER_04284,1,credit_card,1,69.73
1851,ORDER_54947,1,credit_card,5,93.49
1852,ORDER_27386,1,credit_card,1,58.6
1853,ORDER_70468,1,credit_card,3,38.78
1854,ORDER_84806,1,credit_card,1,61.87
1855,ORDER_85852,1,credit_card,1,21.04
1856,ORDER_75010,1,credit_card,3,68.89
1857,ORDER_26929,1,boleto,1,105.3
1858,ORDER_52737,1,credit_card,1,126.19
1859,ORDER_00940,1,credit_card,1,303.76
1860,ORDER_08424,1,credit_card,8,510.3
1861,ORDER_22060,1,credit_card,1,26.24
1862,ORDER_39916,1,credit_card,5,199.14
1863,ORDER_09350,1,credit_card,2,120.4
1864,ORDER_23861,1,credit_card,9,476.85
1865,ORDER_66504,1,boleto,1,103.19
1866,ORDER_01809,1,credit_card,1,42.69
1867,ORDER_53927,1,credit_card,2,311.33
1868,ORDER_06250,1,credit_card,5,91.23
1869,ORDER_00765,1,credit_card,1,137.83
1870,ORDER_37012,1,credit_card,2,99.7
1871,ORDER_50734,1,credit_card,1,66.82
1872,ORDER_47251,1,credit_card,1,328.05
1873,ORDER_31683,1,credit_card,5,123.2
1874,ORDER_22905,1,credit_card,4,64.22
1875,ORDER_27984,1,credit_card,1,58.16
1876,ORDER_81856,1,credit_card,10,538.07
1877,ORDER_10145,1,credit_card,2,64.0
1878,ORDER_22826,1,credit_card,4,230.0
1879,ORDER_88055,1,credit_card,3,79.73
1880,ORDER_32498,1,boleto,1,61.85
1881,ORDER_27258,1,credit_card,2,69.32
1882,ORDER_69729,1,credit_card,1,76.79
1883,ORDER_35019,1,credit_card,2,325.35
1884,ORDER_68224,1,credit_card,1,46.78
1885,ORDER_27713,1,credit_card,2,243.62
1886,ORDER_01775,1,boleto,1,55.0
1887,ORDER_53645,1,boleto,1,413.96
1888,ORDER_28181,1,credit_card,2,155.25
1889,ORDER_87763,1,credit_card,1,19.39
1890,ORDER_06447,1,credit_card,8,521.56
1891,ORDER_40617,2,voucher,1,201.65
1892,ORDER_09086,1,credit_card,4,40.09
1893,ORDER_49714,1,credit_card,1,59.09
1894,ORDER_43748,1,credit_card,1,136.93
1895,ORDER_55830,1,credit_card,10,234.3
1896,ORDER_71514,1,credit_card,4,85.14
1897,ORDER_26270,1,credit_card,3,98.56
1898,ORDER_34836,1,credit_card,2,63.12
1899,ORDER_39080,1,credit_card,10,434.35
1900,ORDER_13762,1,credit_card,8,177.37
1901,ORDER_09568,1,credit_card,10,2759.95
1902,ORDER_63429,1,boleto,1,45.48
1903,ORDER_04388,1,credit_card,2,136.46
1904,ORDER_19426,2,voucher,1,86.3
1905,ORDER_81290,1,boleto,1,31.0
1906,ORDER_31554,1,credit_card,1,70.27
1907,ORDER_66221,1,debit_card,1,42.9
1908,ORDER_47582,1,credit_card,3,89.19
1909,ORDER_04727,1,credit_card,4,249.39
1910,ORDER_70848,1,boleto,1,113.42
1911,ORDER_29047,1,credit_card,8,215.83
1912,ORDER_72289,1,boleto,1,55.04
1913,ORDER_17652,1,boleto,1,72.45
1914,ORDER_23980,1,boleto,1,52.77
1915,ORDER_12169,1,credit_card,1,113.55
1916,ORDER_44633,1,boleto,1,199.26
1917,ORDER_42410,1,credit_card,6,68.43
1918,ORDER_31957,1,credit_card,6,118.7
1919,ORDER_33028,1,credit_card,2,75.53
1920,ORDER_54497,1,credit_card,8,1326.79
1921,ORDER_65278,1,boleto,1,73.34
1922,ORDER_28109,1,credit_card,1,32.13
1923,ORDER_03547,1,credit_card,8,127.9
1924,ORDER_54611,1,credit_card,2,149.73
1925,ORDER_75263,1,credit_card,1,150.78
1926,ORDER_37701,1,credit_card,7,578.78
1927,ORDER_12595,2,credit_card,8,406.38
1928,ORDER_40001,1,credit_card,1,63.27
1929,ORDER_57246,1,credit_card,2,248.33
1930,ORDER_23563,1,credit_card,1,48.21
1931,ORDER_38390,1,credit_card,10,285.73
1932,ORDER_12325,1,boleto,1,184.17
1933,ORDER_63393,1,credit_card,8,83.12
1934,ORDER_15405,1,credit_card,1,51.85
1935,ORDER_80105,1,credit_card,4,45.09
1936,ORDER_27389,1,boleto,1,157.78
1937,ORDER_45845,1,voucher,1,118.35
1938,ORDER_35162,1,credit_card,4,108.3
1939,ORDER_37920,1,credit_card,1,47.6
1940,ORDER_22949,1,credit_card,8,266.44
1941,ORDER_73324,1,credit_card,2,172.84
1942,ORDER_06201,1,credit_card,5,827.91
1943,ORDER_18243,1,credit_card,2,142.14
1944,ORDER_44419,1,boleto,1,61.84
1945,ORDER_67465,1,credit_card,2,179.6
1946,ORDER_83670,1,credit_card,3,74.31
1947,ORDER_20552,1,credit_card,1,50.62
1948,ORDER_87911,1,credit_card,4,190.0
1949,ORDER_49134,1,credit_card,2,75.65
1950,ORDER_27483,1,voucher,1,175.64
1951,ORDER_61299,1,credit_card,5,112.35
1952,ORDER_80715,1,credit_card,6,175.9
1953,ORDER_74998,1,credit_card,1,43.62
1954,ORDER_69354,1,credit_card,3,327.01
1955,ORDER_04724,1,credit_card,2,88.9
1956,ORDER_54585,1,boleto,1,67.18
1957,ORDER_05707,1,credit_card,10,211.25
1958,ORDER_30102,1,boleto,1,141.47
1959,ORDER_01273,1,credit_card,4,320.07
1960,ORDER_47504,1,credit_card,10,108.3
1961,ORDER_77565,1,boleto,1,97.83
1962,ORDER_19826,1,credit_card,1,275.5
1963,ORDER_32885,1,boleto,1,36.73
1964,ORDER_52403,2,credit_card,5,53.65
1965,ORDER_60932,1,credit_card,1,82.88
1966,ORDER_23216,1,credit_card,5,110.12
1967,ORDER_25315,1,credit_card,1,114.79
1968,ORDER_02401,1,credit_card,5,596.27
1969,ORDER_71668,1,boleto,1,85.6
1970,ORDER_15800,1,credit_card,1,93.09
1971,ORDER_14890,1,credit_card,1,70.76
1972,ORDER_56329,1,credit_card,10,217.29
1973,ORDER_50664,1,credit_card,1,97.71
