iter	MAE
1666	42.7814434
1667	42.77737149
1668	42.77736135
1669	42.72425989
1670	42.72409908
1671	42.70960065
1672	42.69827436
1673	42.69775632
1674	42.69775385
1675	42.69775381
1676	42.69766274
1677	42.69761661
1678	42.69738481
1679	42.59938837
1680	42.59575559
1681	42.59518192
1682	42.59516208
1683	42.59516203
1684	42.595162
1685	42.59516193
1686	42.59516193
1687	42.59516151
1688	42.59513557
1689	42.59508974
1690	42.59475889
1691	42.59461459
1692	42.59451484
1693	42.59450558
1694	42.59335477
1695	42.59278653
1696	42.59184412
1697	42.58129057
1698	42.58081384
1699	42.58032434
1700	42.5790453
1701	42.57796873
1702	42.52854684
1703	42.52699297
1704	42.52444653
1705	42.50420994
1706	42.50015648
1707	42.49935282
1708	42.49830509
1709	42.49718817
1710	42.49479552
1711	42.49364691
1712	42.49075938
1713	42.48990462
1714	42.48729239
1715	42.46587407
1716	42.44385675
1717	42.43676046
1718	42.42045333
1719	42.41909475
1720	42.39922952
1721	42.39817003
1722	42.39622158
1723	42.38082996
1724	42.37505196
1725	42.36125216
1726	42.36097163
1727	42.359408
1728	42.35881336
1729	42.35839283
1730	42.33637803
1731	42.33236395
1732	42.33194536
1733	42.33179002
1734	42.3277255
1735	42.3277031
1736	42.3276294
1737	42.32440582
1738	42.28688514
1739	42.28462871
1740	42.28460945
1741	42.283623
1742	42.28344519
1743	42.28072309
1744	42.27676684
1745	42.26284362
1746	42.26284312
1747	42.2627481
1748	42.26069164
1749	42.25978181
1750	42.25954232
1751	42.25633716
1752	42.24409139
1753	42.23985922
1754	42.22870927
1755	42.22753828
1756	42.21548144
1757	42.21376287
1758	42.21374363
1759	42.21358026
1760	42.21357949
1761	42.21350332
1762	42.21284095
1763	42.21282972
1764	42.20793796
1765	42.20790861
1766	42.20783585
1767	42.20783144
1768	42.20781208
1769	42.20781007
1770	42.19971236
1771	42.19510617
1772	42.19437511
1773	42.18985027
1774	42.18359807
1775	42.16927632
1776	42.16927231
1777	42.16743229
1778	42.1673427
1779	42.14304783
1780	42.1430378
1781	42.12046143
1782	42.10981966
1783	42.10827255
1784	42.06622381
1785	42.06436179
1786	42.06435782
1787	42.0549453
1788	42.05489627
1789	42.05438898
1790	42.05319373
1791	42.03533508
1792	42.03519643
1793	42.03517286
1794	42.02150821
1795	42.01760896
1796	42.0148196
1797	42.01450414
1798	42.00368269
1799	42.00342583
1800	41.99294831
1801	41.90583372
1802	41.85287277
1803	41.85188807
1804	41.85160939
1805	41.84874497
1806	41.8450562
1807	41.84175453
1808	41.83949266
1809	41.83395738
1810	41.82895042
1811	41.82555233
1812	41.82541813
1813	41.82541034
1814	41.82540683
1815	41.82540358
1816	41.82540284
1817	41.82149941
1818	41.80317102
1819	41.79162164
1820	41.79010887
1821	41.79000914
1822	41.78969189
1823	41.78739216
1824	41.78453237
1825	41.78444877
1826	41.78419582
1827	41.78360859
1828	41.78358383
1829	41.78341846
1830	41.78339408
1831	41.78326306
1832	41.78326079
1833	41.77611397
1834	41.77341538
1835	41.76751298
1836	41.7670844
1837	41.75172249
1838	41.75145303
1839	41.7511767
1840	41.74530422
1841	41.74455213
1842	41.73590479
1843	41.69181253
1844	41.69085536
1845	41.68611497
1846	41.6703551
1847	41.65733946
1848	41.65082839
1849	41.63885518
1850	41.63189618
1851	41.63034976
1852	41.62496654
1853	41.62445622
1854	41.62410453
1855	41.6240347
1856	41.62398289
1857	41.62113755
1858	41.62104753
1859	41.62099735
1860	41.62093717
1861	41.61934249
1862	41.61929277
1863	41.59474257
1864	41.59449061
1865	41.59253951
1866	41.58787611
1867	41.58779092
1868	41.58539051
1869	41.53324266
1870	41.52915688
1871	41.52915117
1872	41.52852848
1873	41.52447119
1874	41.52140545
1875	41.49475513
1876	41.4888131
1877	41.48877682
1878	41.48874698
1879	41.48861627
1880	41.48665028
1881	41.48662857
1882	41.46550318
1883	41.44967353
1884	41.44666952
1885	41.44233675
1886	41.43363319
1887	41.42828242
1888	41.42666149
1889	41.42659524
1890	41.42488105
1891	41.41324927
1892	41.40854671
1893	41.4017553
1894	41.37311397
1895	41.36668864
1896	41.33864302
1897	41.33318619
1898	41.33301203
1899	41.33285208
1900	41.33227844
1901	41.30968089
1902	41.30967716
1903	41.30367216
1904	41.29666136
1905	41.29429484
1906	41.29267241
1907	41.29250309
1908	41.28841491
1909	41.28840039
1910	41.2844045
1911	41.27842558
1912	41.27581099
1913	41.27253358
1914	41.27137286
1915	41.26258757
1916	41.23627329
1917	41.22827932
1918	41.2116394
1919	41.2048021
1920	41.19991189
1921	41.1991064
1922	41.1981314
1923	41.19680227
1924	41.19610818
1925	41.19536384
1926	41.1931701
1927	41.19312898
1928	41.19080107
1929	41.1886243
1930	41.18499762
1931	41.18442275
1932	41.18204045
1933	41.18200041
1934	41.18056092
1935	41.17940907
1936	41.1793618
1937	41.17787517
1938	41.17743908
1939	41.1767127
1940	41.17574943
1941	41.17573161
1942	41.16304844
1943	41.16164537
1944	41.15864602
1945	41.15845618
1946	41.15788833
1947	41.14647032
1948	41.12826144
1949	41.12260004
1950	41.11566201
1951	41.11483966
1952	41.11090007
1953	41.11062456
1954	41.11062275
1955	41.11044018
1956	41.1096632
1957	41.10605896
1958	41.09650312
1959	41.08749323
1960	41.07790644
1961	41.07704212
1962	41.07611821
1963	41.05564258
1964	41.05468089
1965	41.05459538
1966	41.04813749
1967	41.04390779
1968	41.04045363
1969	41.03696074
1970	41.03678446
1971	41.03665626
1972	41.03411604
1973	41.03064652
1974	41.01960528
1975	41.00379563
1976	41.00341436
1977	41.00338475
1978	41.00206304
1979	41.00022631
1980	40.99971362
1981	40.99710655
1982	40.99650098
1983	40.99641678
1984	40.99358879
1985	40.99318513
1986	40.99164832
1987	40.99128888
1988	40.99128466
1989	40.98907086
1990	40.98903736
1991	40.98862774
1992	40.98857033
1993	40.98838124
1994	40.97311735
1995	40.97086901
1996	40.96755865
1997	40.96551486
1998	40.96545216
1999	40.96539494
